    -0.084      1.099      0.685      0.335      0.465     -0.219     -1.174      0.065      0.140      0.000      0.796      0.000      4.000   4
    -0.011     -0.678     -0.919     -0.435      0.590     -1.181     -1.021      0.005      0.113      0.000      0.882      0.000      4.000   5
    -0.600     -0.755     -1.059      0.099      0.557     -0.045     -0.299      0.085      0.011      0.584      0.319      0.000      3.000   7
     0.463      0.193      2.345      0.010      0.926     -0.127     -0.301      0.987      0.013      0.000      0.000      0.000      1.000   8
     1.297      0.659      0.107     -0.393      0.956      0.268     -0.482      0.030      0.006      0.000      0.963      0.000      4.000   9
    -0.127     -0.573     -0.624     -0.121      0.239     -0.157     -0.253      0.003      0.000      0.955      0.041      0.000      3.000  10
    -0.232     -1.563     -0.155      0.210      0.004     -0.245      0.005      0.010      0.000      0.960      0.029      0.000      3.000  11
     0.174      0.487      0.053      0.193      0.193     -0.236      0.086      0.012      0.000      0.908      0.080      0.000      3.000  12
     0.350      0.168     -0.659     -0.171     -0.193      0.084     -0.116      0.002      0.000      0.941      0.057      0.000      3.000  17
    -0.222     -0.602     -0.502     -0.005      0.756     -0.959     -1.120      0.003      0.043      0.000      0.954      0.000      4.000  18
    -0.658     -0.401      0.964      0.007     -0.203     -0.090      0.162      0.290      0.007      0.696      0.007      0.000      3.000  20
     0.902      1.412      0.099     -0.413      1.312     -0.981     -0.367      0.016      0.043      0.000      0.941      0.000      4.000  21
    -0.267     -1.149     -0.107      0.455      0.541     -0.527      0.569      0.222      0.019      0.000      0.760      0.000      4.000  22
     0.394      0.659     -0.579     -0.348      0.249     -0.831      0.020      0.042      0.007      0.002      0.949      0.000      4.000  23
     0.106      0.504      0.191     -0.038      0.457      0.025     -0.297      0.028      0.001      0.782      0.189      0.000      3.000  26
     0.637      0.997      0.146      0.123      0.002      0.170     -0.031      0.007      0.000      0.939      0.054      0.000      3.000  27
    -0.962      0.430      0.152      0.363     -0.432      0.482      0.005      0.327      0.056      0.008      0.610      0.000      4.000  28
    -0.501     -0.656     -0.243     -0.234      0.058     -0.102     -0.161      0.005      0.000      0.970      0.025      0.000      3.000  29
