    -0.259     -0.246     -1.128      1.117     -1.832      0.417      0.275      0.465      0.001      0.421      0.114      0.000      1.000  559
     1.802     -0.195      0.918     -0.524     -3.694      0.111      0.274      0.010      0.000      0.990      0.000      0.000      3.000 1344
    -0.069     -0.549     -0.561     -0.651     -1.406      0.378      1.508      0.330      0.004      0.458      0.207      0.000      3.000 1721
    -3.294      1.259     -0.888     -0.448      1.710     -1.753     -2.223      1.000      0.000      0.000      0.000      0.000      1.000  481
    -0.164      0.012      0.542      0.245      1.327     -0.580     -0.551      0.025      0.066      0.174      0.734      0.000      4.000  776
     0.972     -0.663      0.391     -0.385     -0.295     -0.230      0.596      0.003      0.374      0.570      0.053      0.000      3.000  443
    -0.320     -0.067     -0.512      0.656     -0.621     -0.914      0.551      0.041      0.191      0.031      0.737      0.000      4.000 1311
     0.508     -0.663      0.596     -0.321      0.332     -1.238      0.483      0.014      0.138      0.223      0.624      0.000      4.000  507
    -2.004      0.325      0.912     -1.013      0.353      1.307      0.491      0.868      0.000      0.000      0.132      0.000      1.000 1725
    -0.717      1.402     -0.622      0.998     -0.078      0.913      0.783      0.201      0.011      0.008      0.780      0.000      4.000  628
     0.370      0.356      2.891      1.080     -0.136      0.050     -0.852      0.018      0.000      0.908      0.074      0.000      3.000  686
     0.420      0.025     -0.777     -0.314     -1.285     -0.075     -0.318      0.014      0.301      0.623      0.062      0.000      3.000  727
     0.235     -1.832     -1.329      0.459      0.852     -0.614      1.384      0.073      0.003      0.217      0.707      0.000      4.000  875
     0.478      0.722     -0.268     -0.028     -0.045      1.394      0.402      0.007      0.803      0.108      0.081      0.000      2.000  535
     0.644      0.194      0.480     -2.619      0.064      0.008      0.863      0.192      0.000      0.003      0.805      0.000      4.000 1498
     0.775      1.092     -0.185     -0.399     -1.372     -0.324     -0.103      0.014      0.143      0.822      0.021      0.000      3.000 1534
     0.047     -0.013     -0.780      0.097      0.378     -0.788     -0.134      0.002      0.840      0.014      0.144      0.000      2.000 1652
    -1.570     -0.209     -0.261      0.228     -0.192      1.635      0.128      0.569      0.000      0.000      0.431      0.000      1.000 1259
     0.592      0.183      1.601     -1.283     -1.374      0.530      0.249      0.036      0.000      0.938      0.026      0.000      3.000 1052
     0.123     -0.850      1.127      0.382      0.082     -0.174      0.332      0.009      0.002      0.515      0.474      0.000      3.000 1514
    -3.316      2.454     -1.932     -2.058     -2.290     -0.803     -3.286      1.000      0.000      0.000      0.000      0.000      1.000  364
    -1.101     -0.688     -1.689      1.360     -0.946      0.396     -1.282      0.680      0.000      0.001      0.319      0.000      1.000 1453
    -2.558      0.034     -0.465     -0.938      1.718      1.483     -0.834      0.998      0.000      0.000      0.002      0.000      1.000 1849
     0.203     -1.165      0.332      0.473      0.033     -0.586      1.267      0.028      0.043      0.259      0.670      0.000      4.000  299
    -0.022      0.225     -0.253     -0.393     -1.432      0.620      0.600      0.087      0.043      0.732      0.138      0.000      3.000  982
    -0.761     -0.205     -1.504      0.043     -0.682      0.585      0.653      0.161      0.004      0.035      0.800      0.000      4.000  852
    -1.179      0.183      0.357      2.434     -0.401      1.203      1.747      0.938      0.000      0.000      0.062      0.000      1.000  791
    -0.026     -0.762      0.200      0.642      1.184     -0.441      0.070      0.015      0.174      0.178      0.633      0.000      4.000 1484
    -0.976      0.537     -0.691      0.694     -0.062      0.664      1.488      0.301      0.004      0.003      0.692      0.000      4.000 1651
     0.763      1.296     -0.958      0.345      0.572     -0.337     -0.295      0.001      0.932      0.044      0.023      0.000      2.000  409
     0.092     -0.347     -0.426     -2.091      0.357      0.137      1.442      0.132      0.003      0.003      0.861      0.000      4.000 1050
    -1.211     -1.667     -1.792     -0.806      0.006     -0.115     -0.399      0.155      0.000      0.001      0.844      0.000      4.000 1221
     0.310     -0.602      0.788     -0.021      0.131      0.379     -0.066      0.005      0.076      0.623      0.296      0.000      3.000 1639
    -0.139      1.283     -0.875     -0.107     -0.149      0.230     -1.103      0.031      0.435      0.069      0.465      0.000      4.000  480
    -0.116      0.727     -0.757      0.132      0.333      0.483     -0.820      0.006      0.757      0.031      0.206      0.000      2.000  249
     0.147      1.766      1.322      1.312     -0.643      0.001     -1.469      0.312      0.000      0.272      0.416      0.000      4.000 1185
    -1.183     -1.742      0.764     -1.061      1.068      0.010     -0.806      0.186      0.000      0.002      0.812      0.000      4.000  711
     0.713     -0.386     -1.005      0.628     -0.749     -0.311     -0.247      0.004      0.714      0.231      0.051      0.000      2.000 1846
    -0.691      0.177      1.201     -1.311      0.625      0.807      0.906      0.132      0.000      0.009      0.859      0.000      4.000  541
    -1.203      0.669     -0.121      0.192      0.154     -0.531      0.481      0.085      0.011      0.001      0.903      0.000      4.000 1377
    -0.369     -0.612     -0.523      0.443     -1.231     -0.102     -0.275      0.097      0.067      0.314      0.523      0.000      4.000 1446
     0.956      0.730      0.418      0.616      0.052     -0.587      0.928      0.007      0.609      0.303      0.081      0.000      2.000  310
     0.233     -0.245     -0.482     -1.188     -0.820      1.443      1.282      0.369      0.020      0.149      0.462      0.000      4.000  743
    -0.852      0.691      0.533     -0.787      0.493      1.059      1.060      0.179      0.001      0.006      0.814      0.000      4.000  515
    -0.735      0.550     -0.236      0.103     -0.241      0.628      0.338      0.050      0.139      0.024      0.787      0.000      4.000  960
     0.308      1.430     -1.189      0.437     -0.105      0.169     -0.080      0.010      0.647      0.154      0.189      0.000      2.000 1170
     0.129      1.536     -1.186      0.153     -1.699      0.024     -0.976      0.188      0.002      0.764      0.046      0.000      3.000  279
     0.012     -0.943      0.395      0.121      1.129      0.192      0.128      0.011      0.092      0.412      0.485      0.000      4.000  435
     0.837      0.690      2.814      0.730      0.792      1.235     -0.083      0.008      0.000      0.980      0.012      0.000      3.000 1104
     0.647      1.036     -0.072     -0.093     -0.072     -0.302      0.137      0.001      0.927      0.051      0.021      0.000      2.000 1044
    -0.626     -0.362      1.810     -0.582     -0.009      1.697     -0.286      0.195      0.000      0.051      0.755      0.000      4.000  426
     1.239     -1.845     -0.199     -0.229     -0.502      0.603      0.699      0.005      0.030      0.947      0.017      0.000      3.000 1088
     0.345      0.427      0.596     -0.045      0.041      0.499     -0.387      0.005      0.395      0.391      0.208      0.000      2.000 1567
    -1.562     -0.041     -0.935     -0.866      1.025     -1.053      1.582      0.679      0.000      0.000      0.321      0.000      1.000  654
    -0.545      0.515     -0.985      0.397     -0.080      0.882      0.199      0.045      0.182      0.028      0.745      0.000      4.000  600
    -0.220     -2.529      0.431      0.735     -0.700      0.745      1.629      0.375      0.000      0.248      0.378      0.000      4.000 1445
     0.321      1.143      0.516     -0.310     -0.435     -0.849      0.053      0.020      0.215      0.321      0.443      0.000      4.000 1608
    -1.123     -1.379     -0.972     -0.391     -0.073     -0.243     -0.646      0.078      0.001      0.002      0.919      0.000      4.000 1824
    -0.211     -0.027      0.313      0.168     -0.796     -0.596      0.677      0.045      0.083      0.206      0.666      0.000      4.000  304
    -1.352      0.809      0.716      0.268     -0.136     -0.619     -0.371      0.159      0.000      0.001      0.840      0.000      4.000  583
     0.573      0.048     -0.103      0.159      0.497      0.425     -0.134      0.000      0.946      0.038      0.016      0.000      2.000 1559
    -1.738     -1.449      2.157     -2.853      1.102      1.763      0.101      0.991      0.000      0.000      0.009      0.000      1.000  412
     1.548     -0.120      0.177      0.283      0.524      0.440      0.429      0.000      0.010      0.002      0.000      0.988      5.000 1700
    -3.862     -0.109      0.767     -0.366     -0.092     -2.389      1.765      1.000      0.000      0.000      0.000      0.000      1.000  143
    -0.331     -1.448     -0.504     -1.109      0.345      0.489     -0.010      0.025      0.019      0.029      0.927      0.000      4.000  790
    -2.992      0.998      0.799      0.143      0.447      0.304     -1.186      0.999      0.000      0.000      0.001      0.000      1.000  623
    -0.246     -0.419      0.908     -1.453      0.569      0.215      0.178      0.028      0.001      0.030      0.941      0.000      4.000  719
    -0.131      0.273      2.142     -1.161     -2.109     -1.495      0.447      0.795      0.000      0.185      0.020      0.000      1.000  973
    -2.270     -0.478      1.047      1.471     -1.041      1.357      0.505      0.996      0.000      0.000      0.004      0.000      1.000 1503
    -1.298      1.251     -1.321      0.148     -1.459     -0.058     -0.137      0.848      0.000      0.004      0.147      0.000      1.000 1685
    -1.104     -0.643     -1.082      1.038      1.287      0.595      0.332      0.224      0.001      0.003      0.772      0.000      4.000 1408
    -0.802     -1.413      0.637      0.799     -0.344     -1.747     -1.093      0.165      0.000      0.001      0.834      0.000      4.000 1517
     0.142     -1.306     -0.072      1.125      0.036      1.563     -0.146      0.074      0.032      0.126      0.768      0.000      4.000 1603
     0.223     -0.964      0.583     -0.956     -0.316     -0.215     -0.551      0.017      0.033      0.312      0.638      0.000      4.000  516
    -1.793     -0.767     -1.311      1.141     -0.725     -0.578     -2.087      0.961      0.000      0.000      0.039      0.000      1.000  941
    -0.272     -0.179      0.959     -0.140      1.072      1.358      0.158      0.063      0.001      0.208      0.727      0.000      4.000  713
    -0.066     -2.446     -1.373      0.262      0.112      0.258      0.037      0.029      0.001      0.280      0.691      0.000      4.000 1362
     0.472     -0.480      1.228     -0.459      1.230      0.962      0.711      0.015      0.000      0.858      0.126      0.000      3.000 1612
