     2.000      2.000      3.000      2.000      2.000      0.000      1.000      0.000      1.000      1.000      1.000      1.000      2.000      2.000      1.000      4.000      5.000      5.000      5.000      4.000      4.000      4.000      4.000      3.000      3.000      3.000      3.000      3.000      4.000      4.000      4.000      5.000     -0.496      0.290     -0.265      0.460     -0.205      0.402     -1.732      0.439      1.390      0.408     -0.660      0.500      0.629      0.549 1166
     4.000      4.000      4.000      4.000      3.000      0.000      1.000      1.000      1.000      3.000      1.000      5.000      5.000      5.000      4.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      0.128      0.275      0.438      0.471      0.387      0.372      0.433      0.452     -1.609      0.355     -0.084      0.513     -0.253      0.538 1342
     5.000      5.000      5.000      5.000      5.000      3.000      0.000      1.000      1.000      2.000      5.000      5.000      5.000      5.000      4.000      5.000      4.000      5.000      3.000      4.000      4.000      3.000      4.000      1.000      4.000      4.000      4.000      3.000      4.000      4.000      3.000      4.000      0.140      0.295      2.088      0.554      0.554      0.375      1.447      0.518      0.928      0.424     -0.801      0.505     -0.289      0.543 1135
     0.000      4.000      2.000      3.000      2.000      3.000      0.000      1.000      2.000      3.000      2.000      4.000      5.000      5.000      3.000      2.000          *      5.000      3.000      5.000      3.000      0.000      4.000          *      4.000      3.000      3.000      3.000      4.000      5.000      5.000          *     -0.828      0.291     -0.568      0.461      0.599      0.373      1.132      0.455      0.541      0.384     -0.610      0.499      1.940      0.567 1173
     4.000      4.000      4.000      4.000      4.000      0.000      1.000      4.000      3.000      4.000      4.000      4.000      4.000      2.000      4.000      2.000      4.000      4.000      3.000      3.000      4.000      2.000      1.000      3.000      3.000      2.000      4.000      4.000      3.000      4.000      3.000      3.000     -0.481      0.275      1.131      0.472      1.028      0.361     -0.134      0.442     -0.463      0.377     -0.123      0.487     -0.536      0.520  871
     0.000      0.000      0.000      0.000      0.000      0.000      3.000      3.000      4.000      5.000      0.000      0.000      0.000      2.000      0.000      2.000      0.000      1.000      3.000      1.000      0.000      2.000      0.000      2.000      5.000      5.000      3.000      4.000      2.000      1.000      3.000      1.000     -1.832      0.279     -2.146      0.573      1.000      0.362     -1.352      0.461     -0.816      0.365      1.977      0.494     -1.618      0.505  444
     2.000      4.000      3.000      3.000      3.000      1.000      1.000      2.000      1.000      2.000      4.000      4.000      5.000      5.000      5.000      3.000      3.000      4.000      3.000      2.000      3.000      3.000      2.000      4.000      4.000      4.000      3.000      4.000      3.000      4.000      4.000      3.000     -0.035      0.283     -0.349      0.463      0.710      0.361      1.131      0.472     -0.530      0.386     -0.183      0.508     -0.586      0.535 1497
     2.000      3.000      3.000      1.000      3.000      1.000      0.000      0.000      0.000      2.000      2.000      2.000      3.000      3.000      2.000      5.000      4.000      5.000      1.000      4.000      3.000      1.000      5.000      3.000      3.000      3.000      4.000      4.000      5.000      5.000      4.000      3.000     -1.134      0.278      0.078      0.459     -0.495      0.423     -0.293      0.434      1.564      0.434      0.466      0.494      1.617      0.535  209
     5.000      5.000      4.000      5.000      4.000      0.000      0.000      0.000      0.000      1.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      3.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      1.752      0.335      0.224      0.514     -0.486      0.544      0.062      0.530      0.184      0.429     -0.997      0.528      0.952      0.678  498
     4.000      5.000      4.000      4.000      5.000      0.000      0.000      0.000      0.000      0.000      4.000      4.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      4.000      1.745      0.372     -0.156      0.522     -0.793      0.614     -0.251      0.526      0.794      0.485     -0.104      0.580     -0.314      0.609 1727
     4.000      4.000      4.000      2.000      1.000      0.000      0.000      0.000      0.000      0.000      3.000      4.000      4.000      1.000      1.000      5.000          *      5.000      5.000      3.000      3.000      2.000      0.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000     -0.660      0.279      0.622      0.470     -1.919      0.670     -0.789      0.438      0.598      0.403      0.744      0.517      0.595      0.544 1369
     2.000      2.000      2.000      2.000      2.000      0.000      0.000      0.000      1.000      2.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      3.000      0.000      0.000      0.000      0.000     -3.020      0.390      1.254      0.506     -1.084      0.427     -1.448      0.590     -1.517      0.468     -0.288      0.556     -1.871      0.637 1178
     5.000      5.000      5.000      5.000      4.000      1.000      0.000      0.000      4.000      2.000      5.000      5.000          *      5.000      5.000      1.000      5.000      5.000      2.000      3.000      4.000      0.000      2.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      0.882      0.335      1.394      0.543      0.512      0.383      1.273      0.653     -1.097      0.381      0.648      0.568      2.200      0.726 1757
     0.000      3.000      5.000      1.000      2.000      4.000      3.000      3.000      3.000      4.000      2.000      0.000      5.000      5.000      2.000      0.000      3.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      4.000      0.000      3.000      3.000      5.000      4.000      5.000      5.000     -1.224      0.340      0.488      0.476      1.494      0.363      0.223      0.474     -2.046      0.405     -1.432      0.523      2.216      0.603  939
     0.000      2.000      0.000      0.000      0.000      4.000      0.000      4.000      5.000      5.000      3.000      3.000      3.000      3.000      3.000      0.000      0.000      0.000      3.000      0.000      3.000      1.000      0.000      2.000      2.000      2.000      1.000      1.000      3.000      3.000      3.000      3.000     -1.539      0.276     -1.985      0.520      1.457      0.370      0.370      0.439     -1.689      0.444     -1.642      0.464     -0.388      0.523  673
     1.000      3.000      3.000          *      2.000      2.000          *          *      3.000      3.000          *      4.000      4.000      5.000      4.000      3.000      1.000      2.000      1.000      0.000      3.000      0.000      0.000      2.000      3.000      2.000      4.000      3.000      3.000      4.000      4.000      3.000     -0.928      0.297     -0.308      0.488      0.756      0.496      1.356      0.486     -1.425      0.377     -0.464      0.495      0.079      0.544  326
     4.000      4.000      3.000      4.000      3.000      2.000      1.000      1.000      2.000      3.000      3.000      0.000      1.000      1.000      1.000      4.000      4.000      5.000      2.000      3.000      4.000      4.000      5.000      4.000      4.000      4.000      3.000      3.000      4.000      5.000      3.000      4.000     -0.390      0.285      0.537      0.463      0.845      0.363     -2.046      0.443      1.161      0.395     -0.370      0.493      0.494      0.529  965
     1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      3.000      2.000      3.000      3.000      2.000      2.000      2.000      2.000      5.000      3.000      2.000      2.000      2.000      3.000      2.000      3.000      2.000     -1.623      0.266     -0.589      0.457     -0.013      0.367     -1.109      0.425     -0.105      0.375     -0.409      0.462     -0.695      0.506 1741
     0.000      4.000      4.000      4.000      4.000      4.000      0.000      0.000      4.000      2.000      4.000      5.000      5.000      5.000      5.000      3.000          *      3.000      0.000      0.000      5.000      0.000      0.000      5.000      3.000      3.000      3.000      4.000      5.000      5.000      5.000      5.000      0.317      0.304     -0.307      0.484      0.508      0.386      1.544      0.539     -1.807      0.409     -1.197      0.518      2.024      0.634  219
     4.000      5.000      3.000      2.000      3.000      4.000      5.000      4.000      3.000      3.000      3.000      3.000      2.000      4.000      4.000      3.000      4.000      3.000      4.000      2.000      5.000      3.000      2.000      3.000      5.000      1.000      3.000      2.000      1.000      3.000      4.000      5.000     -0.264      0.277      0.365      0.460      2.177      0.363     -0.427      0.446     -0.442      0.376     -1.607      0.475     -0.637      0.519 1278
     2.000      3.000      4.000      4.000      1.000      2.000      1.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      2.000      3.000      0.000      4.000      1.000      1.000      4.000      2.000      1.000      1.000      4.000      4.000      4.000      4.000      4.000     -0.785      0.270      0.535      0.460      0.464      0.361     -1.198      0.422     -1.143      0.360     -1.266      0.463      0.825      0.534  895
     1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      0.000      2.000      3.000      3.000      5.000      3.000      2.000      2.000      5.000      5.000      1.000      1.000      3.000      1.000      1.000      3.000      2.000      2.000      3.000      5.000      4.000      3.000      3.000      4.000     -1.260      0.269     -0.846      0.457     -0.026      0.367      0.273      0.429      0.123      0.359      0.543      0.468      0.289      0.519 1245
     4.000      5.000      5.000      4.000      5.000      0.000      0.000      0.000      0.000      0.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      5.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      0.570      0.295      1.331      0.505     -1.050      0.583     -0.452      0.468      0.478      0.392     -0.202      0.526     -0.791      0.546 1847
     3.000      4.000      2.000      4.000      2.000      1.000      5.000      2.000      3.000      4.000      3.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      3.000      4.000      4.000      4.000      0.950      0.330     -1.135      0.475      1.883      0.365     -0.207      0.489      1.292      0.441      0.854      0.563     -1.156      0.567 1255
     3.000      3.000      3.000      3.000      3.000      0.000      3.000      1.000      1.000      2.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.308      0.358     -1.137      0.492      1.020      0.375     -0.856      0.504      1.404      0.533      1.170      0.674      0.634      0.664  645
     1.000      3.000      3.000      3.000      3.000      0.000      0.000      0.000      1.000      3.000      2.000      3.000      3.000      2.000      2.000      0.000      1.000      0.000      0.000      1.000      1.000      0.000      0.000      2.000      3.000      3.000      3.000      3.000      4.000      3.000      4.000      3.000     -1.332      0.312      0.427      0.471     -0.612      0.422     -0.518      0.458     -2.117      0.406     -0.125      0.514      0.165      0.561 1188
     4.000      3.000      3.000      3.000      3.000      0.000      0.000      0.000      1.000      1.000          *      1.000          *          *          *      3.000          *      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      2.000      4.000      4.000      4.000      3.000     -0.683      0.299      0.454      0.479     -0.585      0.454     -1.391      0.599     -0.320      0.392     -1.310      0.500      0.169      0.543  757
     1.000      5.000      4.000      1.000      1.000      1.000      5.000      5.000      4.000      4.000      2.000      1.000      5.000      5.000      4.000      3.000      3.000      3.000      2.000      0.000      3.000      1.000      3.000      4.000      4.000      1.000      4.000      3.000      5.000      4.000      3.000      1.000     -0.715      0.273     -0.271      0.462      2.216      0.375      0.569      0.436     -0.655      0.384     -0.719      0.481      0.218      0.521  521
     1.000      4.000      3.000      2.000      2.000      3.000      3.000      3.000      3.000      4.000      4.000      2.000      2.000      4.000      4.000      5.000      3.000      4.000      4.000      3.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000     -0.145      0.290     -0.676      0.463      1.754      0.357     -0.408      0.450      0.803      0.393      0.243      0.518     -0.088      0.549  930
     1.000      4.000      1.000      3.000      3.000      1.000      1.000      1.000      3.000      4.000      4.000      2.000      2.000      2.000      4.000      2.000      3.000      2.000      4.000      2.000      4.000      0.000      0.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000     -0.606      0.282     -0.549      0.461      0.683      0.365     -0.589      0.435     -1.258      0.359      0.791      0.514      0.482      0.543 1128
     0.000      3.000      1.000      3.000      1.000      0.000      1.000      1.000      1.000      4.000      3.000      4.000      3.000      4.000      4.000      3.000      4.000      4.000      4.000      3.000      4.000      3.000      3.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      3.000      4.000     -0.241      0.286     -1.629      0.468      0.490      0.373      0.175      0.459      0.043      0.398      0.640      0.518     -0.624      0.534 1238
     0.000      4.000      3.000      3.000      0.000      2.000      0.000      2.000      4.000      4.000      1.000      2.000      4.000      2.000      4.000      3.000      1.000      3.000      1.000      1.000      1.000      0.000      3.000      3.000      2.000      4.000      3.000      3.000      4.000      3.000      3.000      1.000     -1.666      0.290     -0.099      0.468      0.623      0.361      0.288      0.443     -0.343      0.377      0.332      0.500      0.045      0.535  557
     3.000      5.000      4.000      3.000      2.000      1.000      0.000      0.000      0.000      1.000      2.000      3.000      5.000      4.000      4.000      5.000      4.000      5.000      3.000      5.000      3.000      1.000      4.000      3.000      3.000      4.000      4.000      4.000      3.000      5.000      3.000      4.000     -0.680      0.280      0.604      0.469     -0.545      0.434      0.529      0.451      1.318      0.440      0.399      0.509      0.655      0.521  821
     2.000      2.000      2.000      1.000      0.000          *      1.000      2.000      3.000      3.000      1.000      0.000      1.000      2.000      1.000      3.000      4.000      3.000      4.000      3.000      4.000      4.000      3.000      4.000      3.000      2.000      4.000      4.000      4.000      3.000      3.000      4.000     -0.532      0.284     -1.063      0.458      1.071      0.385     -2.086      0.444      0.006      0.381     -0.171      0.490     -0.535      0.531 1062
     2.000      2.000      2.000      3.000      3.000      2.000      2.000      4.000      2.000      2.000      1.000      3.000      3.000      2.000      1.000      1.000      4.000      4.000      3.000      2.000      4.000      4.000      2.000      2.000      2.000      2.000      3.000      4.000      3.000      5.000      4.000      3.000     -0.487      0.277     -0.268      0.452      1.194      0.354     -1.367      0.432     -0.322      0.370     -0.821      0.482     -0.072      0.521 1375
         *      5.000      4.000      0.000      5.000      4.000      0.000      4.000      0.000      5.000      0.000          *      4.000      4.000      1.000      1.000      1.000      1.000      3.000      0.000      3.000      2.000      0.000      3.000      0.000      1.000      0.000      2.000      5.000      1.000      5.000      5.000     -0.930      0.272      1.289      0.503      1.033      0.365     -0.840      0.476     -1.529      0.372     -2.703      0.469      0.894      0.510 1524
     4.000      3.000      4.000      4.000      4.000      0.000      0.000      0.000      0.000      1.000      4.000      5.000      5.000      4.000      5.000      3.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      0.981      0.295     -0.192      0.482     -0.666      0.524      0.141      0.477     -0.421      0.400     -0.364      0.525     -0.324      0.549  356
     0.000      2.000      0.000      2.000      2.000      2.000      1.000      2.000      1.000      0.000      1.000      2.000      1.000      2.000      0.000      2.000      1.000      2.000      2.000      1.000      2.000      1.000      2.000      1.000      0.000      3.000      0.000      2.000      1.000      0.000      1.000      2.000     -2.227      0.267     -0.148      0.457     -0.001      0.358     -0.448      0.425     -0.364      0.353     -0.494      0.466     -1.705      0.506  925
     1.000      2.000      4.000      4.000      2.000      4.000      0.000      1.000      2.000      2.000      3.000      4.000      3.000      3.000      3.000      5.000      5.000      5.000      0.000      0.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000     -0.827      0.275      0.288      0.462      0.281      0.370      0.147      0.438      0.533      0.378      0.938      0.511      0.939      0.539  555
     3.000      5.000      3.000      3.000      3.000      0.000      0.000      0.000      0.000      1.000      5.000      4.000      3.000      5.000      5.000      2.000      1.000      3.000      3.000      0.000      3.000      0.000      0.000      1.000      1.000      1.000      3.000      3.000      4.000      4.000      5.000      4.000     -0.768      0.305      0.645      0.471     -0.940      0.498      1.325      0.476     -1.551      0.394     -1.313      0.505      1.088      0.563  306
         *      4.000      2.000      2.000      0.000      0.000      0.000      0.000      1.000      4.000      3.000      4.000      4.000      5.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      2.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      0.265      0.294     -1.957      0.498      0.063      0.419      0.948      0.474      1.080      0.446      1.470      0.549      0.856      0.562  788
     2.000      4.000      4.000      1.000      1.000      1.000      0.000      0.000      2.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      2.000      3.000      5.000      2.000      2.000      3.000      5.000      3.000      3.000      0.348      0.324     -1.169      0.485      0.352      0.409      1.808      0.564      1.968      0.524     -1.860      0.501     -0.742      0.551  769
     1.000      2.000      2.000      1.000      2.000      2.000      1.000      2.000      3.000      4.000      3.000      3.000      5.000      2.000      2.000      1.000      2.000      3.000      1.000      2.000      2.000      1.000      1.000      3.000      3.000      3.000      4.000      3.000      5.000      5.000      5.000      3.000     -0.820      0.270     -0.728      0.452      0.910      0.356     -0.370      0.427     -1.037      0.370     -0.356      0.483      1.498      0.533 1096
     1.000      2.000      3.000      2.000      2.000      2.000      0.000      0.000      1.000      1.000      3.000      4.000      3.000      4.000      4.000      3.000      3.000      4.000      3.000      3.000      2.000      2.000      2.000      3.000      2.000      2.000      2.000      2.000      3.000      3.000      4.000      3.000     -1.252      0.272     -0.050      0.457     -0.388      0.411      0.754      0.450      0.116      0.391     -1.148      0.467     -0.116      0.521  922
     1.000      4.000      3.000      3.000      2.000      0.000      0.000      0.000      2.000      1.000      5.000      4.000      4.000      5.000      5.000      3.000      4.000      3.000      5.000      2.000      5.000      0.000      2.000      4.000      3.000      4.000      5.000      5.000      5.000      5.000      4.000      3.000      0.283      0.281     -0.998      0.465     -0.258      0.432      0.995      0.472     -1.031      0.375      0.875      0.504      0.545      0.542  565
     3.000      4.000      4.000      4.000      3.000      0.000      0.000      0.000      0.000      1.000      4.000      5.000      5.000      5.000      5.000      1.000      3.000      1.000      1.000      0.000      1.000      0.000      0.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      0.521      0.328      0.035      0.493     -0.897      0.507      1.085      0.555     -2.939      0.400      1.259      0.586      1.385      0.652 1184
     1.000      3.000      3.000      4.000      2.000      0.000      1.000      0.000      1.000      2.000      3.000      3.000      5.000      5.000      4.000      5.000      3.000      4.000      4.000      2.000      5.000      3.000      2.000      3.000      4.000      3.000      4.000      3.000      3.000      4.000      2.000      4.000     -0.025      0.284     -0.878      0.464     -0.031      0.394      0.520      0.449      0.092      0.391     -0.763      0.492     -0.860      0.523 1033
     2.000      4.000      3.000      0.000      0.000      5.000      2.000      1.000      4.000      3.000      3.000      0.000      2.000      0.000      1.000      3.000      4.000      2.000      1.000      0.000      2.000      3.000      2.000      2.000      3.000      0.000      3.000      3.000      4.000      3.000      5.000      4.000     -1.209      0.272     -0.034      0.460      1.241      0.362     -1.779      0.447     -0.616      0.363     -1.232      0.485      0.937      0.524  798
     1.000      1.000      3.000      3.000      3.000      0.000      0.000      0.000      0.000      0.000          *      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      4.000      4.000      0.691      0.300     -1.343      0.473     -1.147      0.597     -0.526      0.486      0.007      0.404      1.575      0.585     -0.831      0.556  177
         *      5.000      2.000          *      2.000      0.000      0.000          *          *      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      2.034      0.398     -2.041      0.566      0.167      0.572      0.674      0.655      0.216      0.449      0.423      0.715      1.035      0.746 1545
     2.000      5.000      3.000      3.000      3.000          *      2.000      0.000      1.000      4.000      4.000      4.000      4.000      4.000      4.000      1.000      4.000      2.000      4.000      1.000      3.000      1.000      0.000      3.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      0.373      0.277     -0.383      0.461      0.592      0.394     -0.161      0.456     -1.889      0.363      1.098      0.528      0.844      0.546 1492
     0.000      3.000      4.000      1.000      3.000      0.000      0.000      0.000      1.000      1.000          *          *          *          *          *      4.000      4.000      4.000      4.000      4.000      1.000      2.000      4.000      1.000      2.000      3.000      3.000      2.000      4.000      4.000      4.000      3.000     -1.336      0.317      0.225      0.495     -0.804      0.464      0.113      0.857      0.980      0.403     -0.603      0.512      0.576      0.550 1340
     5.000      5.000      5.000      5.000      5.000      0.000      1.000      0.000      2.000      1.000      4.000      4.000      4.000      3.000      4.000      3.000      3.000      5.000      3.000      1.000      3.000      1.000      1.000      4.000      4.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      0.195      0.281      2.446      0.547     -0.154      0.389     -0.505      0.452     -0.740      0.371      1.051      0.507      1.350      0.577 1734
     3.000      3.000      3.000      3.000      3.000      2.000      0.000      1.000      0.000      1.000      3.000      4.000      3.000      4.000      4.000      4.000          *      4.000      4.000      3.000      1.000      0.000      3.000      3.000      3.000      3.000      3.000      3.000      4.000      4.000      4.000      3.000     -1.201      0.286      0.642      0.462     -0.238      0.388      0.861      0.460      0.424      0.411     -0.062      0.498      0.754      0.548 1370
     4.000      4.000      4.000      4.000      4.000      3.000      3.000      3.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.142      0.314      0.073      0.487      1.960      0.358     -0.819      0.476     -0.007      0.406      1.005      0.618      0.862      0.636  499
     1.000      3.000      3.000      3.000      2.000      0.000      0.000      0.000      0.000      1.000      1.000      3.000      3.000      1.000      4.000      4.000      1.000      4.000      2.000      0.000      4.000      2.000      3.000      2.000      1.000      1.000      3.000      3.000      4.000      4.000      3.000      4.000     -1.008      0.276     -0.056      0.462     -1.350      0.557     -0.544      0.435     -0.094      0.399     -1.054      0.488      0.354      0.531  678
     4.000      4.000      4.000      3.000      4.000      2.000      3.000      1.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      2.000      3.000      1.000      1.000      1.000      1.000      1.000      3.000      3.000      3.000      3.000      4.000      2.000      2.000      3.000      3.000     -0.955      0.271      1.308      0.469      1.003      0.359      0.749      0.456     -0.830      0.375      0.075      0.488     -1.227      0.507 1624
     1.000      2.000      2.000      3.000      1.000      2.000      0.000      2.000      0.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000          *      3.000      0.000          *      0.000      0.000      1.000      4.000      3.000      3.000      4.000      4.000      5.000      4.000      5.000      5.000     -1.156      0.322     -0.189      0.471      0.087      0.374     -0.050      0.466     -0.954      0.409      0.740      0.524      2.060      0.595 1283
     3.000      4.000      4.000      3.000      0.000      3.000      2.000      1.000      1.000      3.000          *      1.000      2.000          *      5.000      3.000      4.000      4.000      4.000      0.000      2.000      2.000      2.000      4.000      3.000      4.000          *      5.000      5.000      4.000      4.000      4.000     -0.363      0.281      0.046      0.467      0.873      0.363     -0.581      0.495     -0.469      0.393      1.030      0.535      0.812      0.542 1056
     1.000      3.000      2.000      4.000      1.000      1.000      0.000      3.000      0.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      2.000      4.000      2.000      3.000      2.000      3.000      3.000      3.000      4.000      5.000      3.000      5.000      3.000     -0.654      0.277     -0.565      0.457      0.600      0.371      0.856      0.458      0.305      0.402     -0.322      0.492      0.620      0.521 1193
     1.000      5.000      5.000      4.000      4.000      0.000      0.000      0.000      3.000      0.000      3.000      4.000      5.000      3.000      5.000      4.000      4.000      5.000      5.000      4.000      4.000      4.000      3.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      4.000      1.018      0.300      0.165      0.481     -0.371      0.462     -0.622      0.458      0.165      0.403      0.605      0.535      0.851      0.603 1323
     0.000      0.000      1.000      1.000      1.000      0.000      0.000      0.000      0.000      3.000      1.000      2.000      3.000      2.000      2.000      2.000      1.000      4.000      3.000      1.000      4.000          *      4.000      4.000      2.000      2.000      4.000      2.000      3.000      2.000      3.000      3.000     -1.123      0.345     -1.602      0.493     -0.748      0.473     -0.867      0.480      0.021      0.376     -0.454      0.510     -1.028      0.572 1037
     1.000      4.000      4.000      4.000      4.000      0.000      2.000      0.000      3.000      0.000      5.000      5.000      5.000      5.000      5.000      3.000      3.000      3.000      5.000      0.000      5.000      0.000      0.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.332      0.346     -0.651      0.508      0.190      0.392      1.222      0.664     -2.167      0.411      1.421      0.731      1.124      0.692  217
