137 8 1 1 4 3 1 2 3 3 2 1 5 6.0 5.0 5.0 6.0 6.0 4.0 6.0 5.0 4.0 4.0 4.0 4.0 4.0 6.0 6.0 6.0 6.0 6.0 4.0 4.0 4.0 4.0 8 2 2 10 2 2 2 10 2 2 2 10 2 2 5 2 4 5 7 5 3 2 5 2 1 1 1 5 3 1 3 1 1 5 10 10 1 1 1 5 8 8 5 5 5 1 1 5 5 5 8 1 5 1 5 1 3 5 1 5 1 1 1 5 10 10 5 5 5 1 1 5 1 5 1 1 5 1 5 1 1 1 8 1 5 1 1 5 5 1 5 5 5 5 5 2 5 2 5 2 1 4 3 5 1 8 1 3 5 3 4 1 1 1 1 1 1 1 1 1 1 ponctuel consciencieux fidele professionnel sociable gentil rapide sociable "à l'ecoute" arrangeant triste aggressif egoiste mechant associable 5 1 10 1 5 5 5 1 5 5 4 1 10 3 6 5 5 1 5 4 5 5 1 4 2 5 1 5 5 1 1 5 10 5 8 3 1 3 1 3 1 8 1 1 1 1 1983 36 86170 2
139 12 2 3 2 5 2 4 1 1 1 2 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 5 3 4 8 7 4 6 7 5 3 6 1 8 1 7 2 9 8 8 6 8 5 7 9 4 5 8 9 4 8 7 5 8 2 6 10 9 7 4 3 9 7 3 6 9 8 5 10 9 7 9 6 6 2 2 5 7 5 4 5 8 7 9 8 6 7 7 9 8 5 4 2 8 3 1 7 5 5 8 9 6 5 5 5 7 8 4 4 9 9 5 4 2 4 7 9 1 6 4 6 4 2 5 4 9 6 5 4 6 7 4 5 1 1 1 1 4 1 1 1 5 gentil triste "s'occupe de tous" aimente serviable heureuse rigolote "aime la vie" "inquiete " "donne de son temps " triste malheureuse fatiqué " s'occupe des autres" "se motive" 2 1 7 7 9 5 8 1 1 6 6 1 8 7 1 5 8 2 7 5 8 9 1 4 6 5 1 7 6 8 8 9 6 5 6 5 1 7 9 6 7 8 4 4 1 2 1970 49 83390 5
141 8 1 4 5 4 4 5 3 2 2 2 3 6.0 5.0 6.0 6.0 5.0 4.0 5.0 4.0 3.0 3.0 4.0 1.0 2.0 3.0 5.0 4.0 4.0 5.0 6.0 4.0 4.0 4.0 7 6 6 10 9 6 9 8 8 9 7 7 10 9 9 4 10 7 8 8 7 5 9 8 9 8 8 10 10 9 10 8 8 9 10 8 10 10 6 10 10 8 5 5 10 10 8 10 8 8 9 5 8 4 6 10 6 9 9 8 10 6 10 7 6 2 10 10 8 8 10 7 8 6 8 7 7 5 10 9 9 7 9 8 10 10 10 9 6 7 2 4 5 6 8 8 5 5 5 10 4 7 6 6 7 4 6 7 5 6 2 5 1 1 1 4 1 1 1 1 1 Determine "Ponctuel " Soucieuse Prevoyante "Dynamique " Dynamique "Ponctuel " Aimante Poli Altruiste Insociable Soucieuse Rancuniere "Sale caractere " Tetue 6 8 8 5 5 7 8 6 1 10 8 7 8 9 5 7 6 1 8 6 9 7 6 4 5 8 5 8 4 7 10 8 9 7 7 8 6 6 9 7 5 3 3 4 2 2 1991 28 29510 2
143 8 1 5 6 5 5 5 1 1 1 1 1 6.0 6.0 6.0 6.0 6.0 6.0 5.0 5.0 6.0 5.0 5.0 5.0 5.0 4.0 5.0 6.0 5.0 5.0 6.0 6.0 5.0 6.0 10 10 1 10 10 5 10 1 5 1 10 3 1 1 7 1 10 10 7 1 10 10 4 10 9 1 3 6 1 10 10 5 10 10 10 10 8 10 8 10 10 10 10 9 10 10 1 10 10 10 10 10 10 10 8 10 10 10 10 10 10 10 10 1 10 10 5 10 10 9 6 10 10 10 8 1 10 5 1 1 1 10 9 6 9 10 9 10 4 10 7 6 10 9 10 10 8 1 3 10 7 9 5 9 10 9 10 10 9 10 9 9 1 1 1 1 1 1 1 1 1 amour generosite aimable "a l'ecoute" l'attention joie amour amitie partage envie triste deçu encolere "pas comprendre" inutile 1 1 10 1 9 7 10 1 10 10 10 1 10 1 1 10 10 1 1 10 1 9 1 10 9 9 1 10 1 10 1 10 10 10 1 10 1 10 1 10 9 1 1 7 1 1 1967 52 93140 1
147 8 1 4 4 4 3 4 1 1 1 1 1 4.0 4.0 4.0 4.0 5.0 5.0 4.0 5.0 5.0 4.0 4.0 5.0 4.0 4.0 4.0 3.0 4.0 4.0 5.0 4.0 4.0 4.0 7 7 7 5 9 6 5 7 6 1 7 8 8 5 9 3 8 6 8 8 9 4 8 9 2 5 5 6 9 5 8 9 8 8 10 7 7 9 5 8 7 9 9 8 9 8 5 10 8 6 9 9 9 8 8 10 6 6 9 6 10 8 8 8 7 7 9 9 10 7 9 7 8 9 8 8 8 7 9 9 9 8 8 5 9 7 7 5 7 8 8 8 8 6 8 7 7 4 10 8 4 2 3 9 6 9 3 3 3 7 4 7 7 1 1 7 9 5 3 6 2 calme autonome amusant souriant spontané effiace calme détendu rieur honnete silencieux isolé bougon renfermé explosif 8 6 9 2 2 7 8 5 9 8 7 2 10 6 2 8 7 2 4 2 6 4 1 5 2 3 8 7 6 2 8 8 9 6 9 2 8 4 3 2 9 8 6 3 2 2 1977 42 90600 3
148 11 2 4 4 4 3 4 2 1 1 2 2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 8 3 1 9 9 8 7 5 3 1 8 3 8 1 8 1 8 8 8 5 3 5 4 5 8 5 7 9 1 4 8 7 9 8 10 9 10 7 5 3 7 7 5 6 9 7 6 9 8 7 9 5 5 3 2 6 5 4 1 2 8 6 6 2 6 2 7 9 9 8 7 7 6 6 7 7 6 1 7 5 6 5 6 4 9 9 8 4 6 5 2 3 1 7 7 8 8 7 3 8 5 7 2 8 2 7 8 4 8 8 7 8 2 1 1 1 3 2 1 1 1 Franche Lucide Bienveillante Curieuse Vive "Franche " Curieuse Bienveillante Vive Lucide Réfléchie "Mauvaise humeur" Confrontation Echange Clarte 7 2 8 1 7 2 8 1 4 6 6 2 8 4 1 6 8 4 6 2 3 8 3 4 4 8 1 9 2 6 2 7 3 4 5 9 1 5 5 1 5 9 3 2 1 2 1992 27 13010 5
150 3 1 5 6 5 5 6 1 1 1 1 1 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 3.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 9 6 9 10 10 10 10 8 10 9 8 4 1 6 6 1 10 10 10 1 10 10 10 10 10 1 1 10 6 10 10 10 10 6 10 10 1 10 10 10 10 10 8 7 10 10 4 10 10 10 10 10 7 10 10 10 10 10 10 8 10 9 10 6 10 10 10 10 10 4 10 10 10 10 1 7 1 5 1 1 1 9 10 7 10 10 10 8 9 10 10 10 8 8 4 6 1 5 5 1 6 3 1 8 10 6 10 8 7 5 4 6 1 1 1 1 1 1 1 1 1 ATTENTIF COURAGEUX ESTHETE CURIEUX TOLERANT JOYEUX EFFICACE STABLE INGENIEUX FIDELE TRISTE INCOMPRIS STRESSE FATIGUE NERVEUX 1 1 10 1 10 3 10 1 10 10 10 1 10 6 8 10 6 1 1 10 4 9 1 10 10 7 1 10 1 10 3 10 10 10 1 7 1 10 1 10 1 10 1 10 1 1 1960 59 92320 1
151 8 1 3 4 5 4 4 2 2 1 2 3 5.0 5.0 6.0 4.0 6.0 5.0 6.0 6.0 5.0 5.0 4.0 3.0 4.0 4.0 5.0 6.0 5.0 5.0 6.0 6.0 4.0 5.0 7 8 7 8 8 6 8 9 3 7 7 3 6 7 7 3 8 6 7 7 7 3 7 8 7 7 7 5 7 6 6 5 7 5 6 5 7 7 6 8 7 7 5 6 5 6 3 6 4 6 6 6 4 4 4 6 7 5 6 7 6 6 6 8 5 7 4 5 5 5 7 8 6 5 5 3 7 6 8 7 6 6 6 7 4 4 6 8 4 5 8 7 5 5 5 4 4 6 6 5 5 6 6 8 8 5 7 6 6 7 7 8 4 8 5 6 7 6 6 5 7 Precis Silencieux Reflechit Serieux Calme Intelligent Stricte Serieux Attentif "A l'ecoute" Reservé Calme Stricte "Trop attentif" "Dans mon monde" 3 6 6 5 9 6 5 4 6 5 5 7 6 5 6 5 5 5 5 6 6 8 5 5 6 5 6 7 6 5 6 6 6 5 6 5 7 5 6 4 6 6 5 5 6 1 1986 33 72000 2
152 8 1 1 3 5 4 5 1 1 1 3 1 4.0 5.0 5.0 5.0 6.0 3.0 5.0 4.0 6.0 3.0 5.0 3.0 4.0 5.0 5.0 5.0 5.0 4.0 4.0 5.0 3.0 5.0 9 4 7 7 8 8 4 5 5 8 9 4 9 8 9 2 9 9 5 7 5 6 5 9 4 5 3 10 1 6 4 8 5 3 8 8 5 7 9 6 9 9 8 5 8 5 3 7 5 8 8 7 7 6 4 8 7 8 4 8 8 6 7 8 7 8 8 7 8 4 7 8 8 8 6 7 9 4 6 6 8 6 5 6 3 5 5 4 8 5 7 5 8 6 4 5 4 4 6 4 6 9 8 3 5 5 4 4 8 4 4 6 8 8 5 2 8 6 6 5 7 "Honnête " Fiable "Je sais se que je veux " Généreuse Rigoureuse " gentillesses " Modestie "Honnête " "Rigidité " Enpatie Manchante Enfantile Influencable "Manipulatrice " Raleuse 9 9 8 2 5 8 8 4 8 6 8 3 8 8 3 8 5 5 7 5 4 4 5 6 5 6 4 7 8 4 4 4 5 4 4 9 2 7 7 4 4 8 7 2 3 2 1993 26 56460 2
153 7 1 2 3 2 3 1 1 2 2 1 2 4.0 6.0 5.0 4.0 5.0 5.0 4.0 5.0 4.0 4.0 6.0 6.0 4.0 3.0 4.0 4.0 3.0 2.0 5.0 5.0 5.0 6.0 7 7 7 6 7 6 8 5 10 8 8 6 6 8 7 10 7 10 3 7 10 9 7 5 3 7 4 10 7 10 5 7 5 1 9 8 3 5 6 2 7 4 9 8 7 5 6 4 10 2 3 10 8 6 7 7 10 7 10 7 6 5 7 7 7 6 4 10 8 5 4 7 4 9 5 6 4 9 5 10 9 5 7 8 7 9 7 4 7 9 4 6 10 6 8 5 7 8 6 6 7 8 7 10 4 6 5 6 5 5 7 8 5 9 9 8 7 7 7 8 9 Fasciste Megalomane Dictateur Cruel Intolerant Genial Dévoué Drole Ambitieux "Eloquant " Magalomane Génocidaire Pervers Fou Cruel 4 10 5 8 1 10 8 4 3 6 5 7 6 3 5 4 5 5 4 9 6 3 10 5 7 8 2 5 3 2 8 5 6 7 7 6 10 7 8 8 8 4 8 7 6 1 1981 38 91300 1
154 10 2 1 6 5 6 3 1 1 1 1 3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 10 8 7 10 10 10 10 8 5 5 10 5 10 8 7 7 9 10 10 5 10 8 10 10 9 7 8 10 5 10 10 7 10 9 10 10 8 8 10 8 8 10 8 7 10 10 7 10 10 8 10 7 5 8 1 6 8 6 9 10 10 8 5 5 8 8 10 10 10 10 10 10 10 10 8 5 3 10 8 7 7 10 10 5 10 10 10 7 3 5 5 5 5 5 8 10 6 1 8 7 8 8 5 10 10 10 8 8 10 10 7 10 1 1 1 5 1 1 1 1 1 ENERGIQUE "DON DE SOI" EMPHATIE DISPONIBLE AGREABLE JOYEUSE AGREABLE "A L'ECOUTE" AIDE SOLUTIONNE TRISTE SOLITAIRE CALME SILENCIEUSE ANGOISSEE 9 5 10 5 9 7 10 1 7 8 10 1 10 7 9 8 8 1 5 8 2 8 1 8 10 10 1 10 1 5 5 10 10 8 5 10 1 10 6 8 5 10 2 5 1 2 1960 59 30000 5
157 7 1 6 6 6 6 6 2 2 2 2 2 5.0 5.0 6.0 4.0 5.0 5.0 5.0 5.0 3.0 2.0 5.0 2.0 2.0 5.0 5.0 5.0 4.0 4.0 5.0 4.0 6.0 6.0 8 5 5 5 8 5 6 1 3 4 8 2 3 1 1 2 10 7 3 1 7 10 10 5 10 3 3 8 9 5 9 8 8 4 3 8 3 6 4 7 9 9 3 3 9 8 3 9 8 9 9 9 7 5 8 9 7 9 7 7 8 3 8 7 2 2 5 8 7 8 2 8 8 8 3 4 3 2 7 6 7 5 2 9 2 5 8 3 5 4 5 3 3 1 5 7 8 8 5 7 8 5 7 7 9 8 8 8 9 9 9 8 3 4 5 5 3 5 5 4 5 discret facétieux créatif curieux autonome enthousiasie créatif artiste écrivain persévérant inquiet capituleur proceastination fuyant menteur 4 4 4 3 7 6 7 6 4 9 8 5 6 9 4 8 7 9 6 5 7 9 6 5 8 5 5 6 7 9 8 9 7 6 3 6 2 9 7 9 1 9 9 9 1 1 1958 61 6420 5
159 8 1 5 6 5 5 5 2 1 3 4 3 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 5.0 3.0 5.0 5.0 6.0 5.0 6.0 6.0 5.0 6.0 6.0 6.0 6.0 6.0 8 8 7 10 10 10 10 8 10 6 8 4 10 5 8 3 10 8 8 2 10 9 5 4 10 3 6 8 7 9 5 9 9 10 10 6 8 10 9 6 8 8 9 8 10 9 7 6 9 9 7 10 10 10 3 10 7 10 8 4 10 10 10 4 7 4 8 10 8 6 10 6 10 8 3 7 8 10 3 4 6 8 9 7 8 10 9 9 4 6 7 7 9 7 7 9 5 3 5 8 5 4 8 9 10 8 6 7 8 8 8 8 1 1 1 4 5 1 6 1 2 courageuse "toujours là pour aider" optimiste bosseuse "bonne vivante" "bonne vivante" joyeuse souriante optimiste bucheuse deception haine triste nsp nsp 10 2 10 2 8 6 10 6 7 10 10 2 10 6 5 8 6 2 4 7 1 7 1 8 8 6 1 9 2 10 4 7 10 7 2 10 3 10 3 9 8 10 5 8 2 2 1990 29 45430 2
160 13 2 6 6 3 4 5 1 1 1 1 2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 10 4 4 10 5 1 6 6 4 7 10 6 10 5 9 10 10 10 10 6 10 9 10 7 10 4 2 7 9 8 10 1 10 10 10 8 10 7 5 9 10 9 8 10 10 10 10 10 10 8 10 10 7 10 1 6 10 9 10 10 10 9 9 4 9 2 3 10 5 6 1 10 7 7 1 4 8 1 8 10 10 1 10 9 7 10 10 10 6 1 1 3 2 10 8 10 6 9 9 5 10 1 3 10 10 7 7 5 4 9 2 5 3 1 2 9 1 1 9 1 5 motivée patiente drôle impulsive créative "attentionnée " dévouée patiente curieuse positive fachée impulsive renfermée isolée abandonnée 8 1 10 4 10 6 10 6 5 10 10 2 8 5 9 10 10 8 5 10 6 10 7 8 10 6 2 10 4 10 4 8 8 5 1 9 6 10 5 10 1 1 7 10 1 2 2001 18 27240 2
162 13 2 3 5 4 3 4 2 1 1 1 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 3 4 2 4 1 6 2 1 1 3 6 4 6 4 1 10 9 8 8 9 8 10 10 7 9 10 8 8 9 10 8 10 9 5 8 10 9 1 8 10 9 9 6 9 9 8 9 7 8 9 5 10 7 1 2 5 7 10 9 3 8 8 5 10 4 9 10 7 8 5 10 9 5 8 4 7 8 1 8 3 5 9 5 7 6 6 8 5 6 1 7 1 8 8 7 1 7 7 9 6 1 7 8 9 7 8 4 5 9 1 8 1 3 2 10 10 7 8 2 10 Introspective Sensible Solitaire Aimable "Familial " Introspective Sensible Solitaire Aimable "Familial " Angoissé Incomprise "Solitude " Pessimiste "Dépendante affective" 5 3 6 5 3 10 8 9 1 10 5 3 7 10 1 4 9 5 10 4 8 1 9 1 2 1 4 1 10 7 10 9 5 1 4 1 4 2 10 10 6 4 7 8 1 2 1996 23 94190 1
163 6 1 2 4 3 4 3 1 1 1 2 2 4.0 5.0 5.0 4.0 4.0 4.0 5.0 4.0 5.0 4.0 5.0 4.0 4.0 4.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 8 7 8 8 8 6 8 8 7 8 8 4 8 6 7 6 8 8 6 6 8 8 7 6 9 4 4 8 5 7 5 5 8 7 6 7 4 8 8 8 8 8 7 6 7 7 7 7 8 7 7 8 7 6 7 7 7 8 7 7 8 8 7 7 8 7 8 8 7 8 7 8 8 8 7 7 7 7 8 8 7 7 7 8 8 8 8 8 7 7 7 8 6 7 7 5 8 4 7 6 5 8 3 7 6 7 7 8 7 7 7 8 4 4 1 3 4 2 4 5 4 Decidee Méticuleuse Obstinee Determinee Calme Sure Empathique Obstinee Bienveillante Courageuse Nerveuse Colerique Triste "Mauvaise humeur" "Isolée " 8 4 8 5 8 8 6 2 5 8 8 4 8 6 7 7 5 4 6 7 6 3 3 7 7 9 3 9 5 7 4 5 8 3 5 7 1 7 6 8 7 8 4 8 1 2 1966 53 28100 2
165 8 1 2 4 3 3 2 1 1 2 2 2 6.0 6.0 5.0 6.0 5.0 4.0 5.0 5.0 5.0 3.0 4.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 8 7 7 8 9 7 9 8 10 8 10 2 7 7 6 1 8 8 8 6 9 8 8 3 9 6 6 9 4 7 9 7 9 8 8 8 8 8 8 8 7 8 9 6 8 9 8 10 9 9 10 9 8 7 8 10 9 8 10 7 10 7 10 6 7 1 8 8 8 9 8 7 10 7 3 4 7 7 8 3 6 1 6 4 7 10 7 7 1 1 4 1 1 5 8 9 7 8 9 8 6 1 5 7 10 7 7 6 5 10 7 8 1 1 1 1 1 3 1 1 1 emotif raisonné altruiste persévérant entier positif souriant "bonne humeur" joyeux fonceur déprimé angoissé noir mou "manque d'envie" 4 1 8 4 7 8 9 3 6 7 7 1 8 9 6 7 8 1 6 9 6 3 1 1 5 5 1 8 1 6 8 8 8 2 1 8 1 7 8 8 8 8 5 8 1 1 1976 43 13300 5
167 8 1 2 4 4 3 2 1 1 1 1 5 4.0 4.0 4.0 4.0 2.0 4.0 6.0 4.0 5.0 3.0 4.0 1.0 3.0 1.0 5.0 5.0 4.0 5.0 5.0 5.0 5.0 5.0 4 4 8 2 6 7 4 8 7 7 4 4 6 1 7 1 8 8 3 7 8 7 5 8 5 1 8 8 9 3 6 8 6 8 10 7 8 2 5 7 3 6 9 6 8 7 5 9 8 6 9 3 6 1 2 9 3 3 9 2 9 6 5 1 6 6 2 6 3 3 4 3 6 7 4 6 6 6 6 3 3 8 9 7 8 8 8 8 5 7 7 7 8 6 9 7 2 4 8 8 2 1 6 5 10 7 5 8 10 6 3 9 1 1 1 3 2 1 1 1 1 Loyal Perfectionniste serieux réfléchir compétent joyeux fort heureux compétent sourire déprime "remise en question" perfectionnement abattu pleurs 7 3 10 5 4 10 10 2 6 8 7 1 10 4 6 7 5 1 5 6 6 6 1 7 3 1 1 8 1 4 9 9 10 7 7 2 1 5 6 6 5 9 3 5 1 1 1989 30 16700 2
169 11 2 4 4 4 2 3 1 1 1 1 2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 5 5 5 7 2 5 8 2 7 8 9 6 5 3 7 1 10 7 8 6 8 5 8 8 10 2 5 8 2 8 8 5 5 5 7 8 6 4 4 8 8 6 5 5 8 5 3 10 5 8 10 6 10 7 7 8 8 10 6 8 8 8 8 8 10 6 5 8 8 8 5 5 8 7 2 2 2 6 3 2 2 7 6 5 7 7 7 6 5 7 5 5 5 5 6 7 6 6 6 3 6 3 7 5 7 6 6 5 2 7 7 8 1 1 2 4 2 1 5 1 4 communicant "bonne humeur" calme sincère gentil motivé "bonne humeur" "force de propositions" organisé "communication ++" renfermé procrastiner démotivé "communication -" "manque de confiance" 8 6 4 4 7 5 7 2 8 8 6 2 7 2 5 8 2 3 4 6 1 7 7 7 5 6 4 7 4 6 4 8 7 7 7 7 1 6 3 6 3 8 7 5 1 1 1994 25 34000 5
170 7 1 3 5 4 4 5 1 2 2 2 2 5.0 5.0 6.0 6.0 6.0 3.0 2.0 4.0 2.0 3.0 5.0 2.0 2.0 4.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 8 3 6 7 9 5 5 7 5 3 7 8 6 7 8 3 9 8 7 8 9 8 9 10 9 2 8 9 10 5 10 5 10 9 10 7 7 8 8 9 8 9 10 6 9 9 3 10 9 9 8 5 7 3 2 7 8 8 1 3 10 2 7 3 5 1 6 8 9 6 8 8 9 6 7 5 7 8 10 7 7 7 9 8 10 7 7 8 8 6 7 8 7 5 7 7 3 5 9 5 8 1 5 8 7 6 7 3 6 5 7 5 1 1 1 4 4 1 1 1 1 organisation efficacité réflexion altruisme chaleureux organisation efficacité altruisme sagesse chaleureux râleuse nerveuse fainéante tétue irracible 10 5 9 5 9 8 8 3 4 10 7 1 10 7 7 6 9 1 6 9 3 1 6 5 8 7 5 7 8 7 8 8 10 7 3 6 2 9 6 8 1 3 2 8 1 2 1972 47 17230 2
171 8 1 3 4 4 4 3 1 1 1 2 2 4.0 5.0 5.0 5.0 5.0 5.0 4.0 4.0 4.0 4.0 6.0 4.0 3.0 5.0 5.0 5.0 5.0 5.0 5.0 4.0 5.0 5.0 8 8 10 8 8 9 8 7 8 5 9 6 8 5 8 4 8 8 8 7 9 6 7 8 8 6 6 9 7 8 9 7 8 8 10 8 8 8 8 8 8 8 9 8 9 9 8 9 10 8 9 7 7 3 3 8 9 8 3 8 7 8 8 4 8 7 8 8 8 8 8 7 9 8 9 8 7 9 8 7 6 5 4 7 7 8 7 7 7 6 6 4 4 5 4 8 5 7 6 8 6 5 6 4 8 5 5 5 8 7 5 9 2 2 2 3 3 4 5 2 3 Fiable Honnete Sincere "Passionnée " Intègre Agréable Sociable Gentille nsp nsp Angoissée Stressée Triste Nostalgique Abattue 7 3 8 3 6 5 8 3 6 7 7 5 9 6 5 7 7 3 6 7 6 5 3 5 6 7 2 8 5 4 5 9 9 5 5 7 2 7 6 6 4 8 4 5 3 2 1969 50 30200 5
172 8 1 2 5 4 4 5 1 1 1 1 1 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 5.0 6.0 6.0 6.0 5.0 6.0 6.0 6.0 6.0 9 10 10 9 10 10 10 4 9 5 10 4 8 9 7 6 10 10 5 4 10 8 9 9 10 5 3 10 3 10 10 5 10 7 9 10 8 10 8 8 9 10 10 8 10 9 2 10 10 8 10 8 10 7 6 9 8 9 6 8 10 9 10 8 8 7 8 10 9 9 10 10 10 9 4 6 8 9 7 6 5 8 10 10 10 10 10 10 9 9 9 10 8 9 9 8 6 8 8 10 7 3 9 9 9 9 9 9 8 9 9 9 1 1 1 1 1 1 1 1 1 Concentré Impliqué Sage Responsablee "A l'écoute" chaleureux Heureux décontractécte souriant léger irrité angoissé soufrant crispé ronchon 7 2 10 1 10 8 10 1 7 10 10 1 10 4 4 10 10 1 2 10 4 7 1 9 10 8 1 10 4 10 2 10 10 7 6 10 1 10 2 10 1 10 1 9 1 1 1960 59 75014 1
173 8 1 4 6 5 5 5 1 1 2 1 3 6.0 6.0 6.0 6.0 6.0 4.0 6.0 5.0 6.0 4.0 6.0 4.0 3.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 8 8 10 10 10 6 8 10 10 5 10 1 10 5 5 1 10 10 9 10 10 10 10 10 10 10 8 10 10 5 10 5 10 10 5 8 10 10 10 10 8 10 10 8 10 5 1 10 10 10 8 5 10 1 1 5 5 1 1 10 10 10 10 5 10 10 10 5 10 10 10 10 10 10 1 1 1 8 5 1 1 1 10 5 10 10 10 10 1 1 10 1 1 10 9 9 5 1 10 9 5 5 8 10 10 10 10 10 10 10 10 10 1 1 1 6 6 1 1 1 1 Calme Organisée Réfléchie Active Responsable Drôle Sereine Active Rêveuse Tranquille Solitaire Calme Silencieuse Angoissée Triste 10 1 10 4 10 7 10 1 7 10 10 1 10 8 8 10 10 1 10 10 10 1 1 10 10 8 1 10 1 10 9 10 10 10 1 10 1 10 10 10 10 5 1 10 1 2 1964 55 32130 4
174 6 1 4 6 5 4 5 2 2 2 4 2 5.0 5.0 6.0 5.0 6.0 5.0 4.0 5.0 2.0 5.0 2.0 3.0 5.0 5.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 9 8 9 8 7 10 9 7 8 9 9 6 9 6 5 2 10 9 10 9 9 10 10 10 9 7 4 8 10 9 8 10 9 8 9 9 6 9 9 7 8 10 9 8 10 9 6 10 10 10 9 8 7 5 2 9 9 9 4 8 9 8 8 4 8 8 9 9 9 8 9 9 9 9 8 9 9 8 9 8 6 10 10 9 10 10 10 10 3 10 4 5 6 10 9 10 8 10 10 8 8 3 9 9 10 9 9 8 10 9 8 9 2 1 1 9 7 1 2 1 2 Positif Perfectionniste Rationnel Rêveur Idéaliste Heureux Spontané Authentique Fidèle Perfectionniste Renfermé Isolé Négatif Râleur Blessant 3 3 10 7 10 9 10 4 7 10 8 1 10 9 9 5 8 4 8 10 9 8 2 7 10 3 1 10 6 9 10 10 10 8 3 8 4 10 9 10 2 9 2 10 1 1 1977 42 46220 4
175 8 1 2 2 4 2 4 1 1 2 1 3 4.0 4.0 4.0 3.0 4.0 3.0 4.0 4.0 4.0 2.0 2.0 4.0 4.0 2.0 2.0 3.0 2.0 3.0 3.0 4.0 3.0 4.0 4 4 4 2 7 7 6 1 3 4 6 5 8 4 6 2 10 6 7 5 6 3 10 10 7 7 8 5 5 8 8 8 4 5 8 7 7 7 3 8 7 7 3 6 7 4 4 8 5 7 8 4 9 4 4 5 4 7 7 4 7 5 8 2 6 6 3 4 5 5 3 8 5 5 3 5 3 6 2 4 2 4 10 8 8 10 10 6 3 3 7 4 3 5 7 5 6 4 7 5 1 1 6 5 6 6 2 2 2 6 2 5 5 1 1 8 6 6 1 2 7 réservé intellectuel introspection timide paresseux motivé proactif ouvert extraverti efficace démotivé triste renfermé paresseux isolé 1 2 6 7 3 9 5 6 3 6 3 2 6 8 5 2 7 2 7 2 10 7 7 4 2 1 5 5 5 3 9 7 5 3 7 2 3 3 8 5 2 5 5 2 1 1 1992 27 89150 3
176 13 2 4 5 4 3 4 3 4 3 2 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 6 5 7 3 7 8 7 6 5 5 7 7 8 6 4 3 7 6 5 4 6 6 6 7 8 6 10 8 9 7 8 8 8 8 5 8 7 8 5 7 7 7 7 5 7 6 5 8 6 6 7 4 8 2 3 6 3 5 6 6 5 8 7 9 5 4 6 7 6 6 7 7 7 6 7 7 6 6 5 7 8 6 9 8 8 8 7 9 4 7 4 5 4 6 7 8 8 9 8 8 5 5 5 7 5 5 5 6 5 5 6 8 3 3 1 4 6 1 1 1 2 organisée curieuse sérieuse timide fragile brillant autonome fière généreuse heureuse déprimée négative triste "peu courageuse" stressée 5 5 10 6 5 10 7 4 3 5 5 6 8 8 7 6 6 1 6 4 8 6 2 4 4 3 4 7 7 4 9 6 8 4 7 2 3 6 8 6 8 5 5 1 2 2 1999 20 77280 1
