     3.000      4.000      3.000      3.000      3.000      2.000      2.000      3.000      4.000      4.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.658      0.776     -0.401      0.562      0.964      0.450      0.007      0.970     -0.203      0.964     -0.090      0.958      0.162      0.971  20
     6.000      6.000      6.000      6.000      6.000      1.000      1.000      2.000      1.000      2.000      5.000      5.000      5.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      4.000      6.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      0.902      0.271      1.412      0.382      0.099      0.380     -0.413      0.436      1.312      0.338     -0.981      0.606     -0.367      0.530  21
     2.000      4.000      4.000      2.000      2.000      1.000      1.000      2.000      3.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      2.000      5.000      4.000      4.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000     -0.267      0.271     -1.149      0.382     -0.107      0.380      0.455      0.436      0.541      0.338     -0.527      0.606      0.569      0.530  22
     5.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      2.000      4.000      5.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      4.000      4.000      4.000      5.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000      0.394      0.271      0.659      0.382     -0.579      0.380     -0.348      0.436      0.249      0.338     -0.831      0.606      0.020      0.530  23
     5.000      6.000      5.000      3.000      4.000      2.000      3.000      1.000      2.000      2.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.106      0.776      0.504      0.562      0.191      0.450     -0.038      0.970      0.457      0.964      0.025      0.958     -0.297      0.971  26
     5.000      6.000      6.000      5.000      5.000      1.000      2.000      2.000      2.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.637      0.776      0.997      0.562      0.146      0.450      0.123      0.970      0.002      0.964      0.170      0.958     -0.031      0.971  27
     4.000      5.000      3.000      4.000      4.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      5.000      5.000      5.000      4.000      3.000      4.000      2.000      4.000      5.000      2.000      3.000      3.000      4.000      5.000      3.000      5.000      4.000      5.000      4.000      5.000     -0.962      0.271      0.430      0.382      0.152      0.380      0.363      0.436     -0.432      0.338      0.482      0.606      0.005      0.530  28
     3.000      3.000      3.000      3.000      3.000      2.000      1.000      2.000      2.000      2.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.501      0.776     -0.656      0.562     -0.243      0.450     -0.234      0.970      0.058      0.964     -0.102      0.958     -0.161      0.971  29
     3.000      5.000      5.000      2.000      4.000      3.000      1.000      1.000      3.000      4.000      6.000      5.000      6.000      5.000      4.000      2.000      5.000      4.000      4.000      1.000      2.000      4.000      1.000      4.000      6.000      3.000      4.000      5.000      6.000      6.000      6.000      4.000     -0.039      0.271     -0.358      0.382      0.235      0.380      0.469      0.436     -1.674      0.338     -0.765      0.606      1.119      0.530  30
     2.000      2.000      5.000      4.000      5.000      2.000      1.000      1.000      1.000      2.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      4.000      4.000      5.000      6.000      5.000      4.000      4.000      4.000      5.000      0.387      0.271     -0.464      0.382     -0.510      0.380     -0.410      0.436      0.589      0.338      0.119      0.606     -1.201      0.530  31
     2.000      5.000      5.000      2.000      4.000      1.000      2.000      2.000      2.000      2.000      5.000      6.000      5.000      5.000      6.000      5.000      5.000      5.000      5.000      5.000      1.000      1.000      5.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000     -0.346      0.271     -0.308      0.382     -0.084      0.380      1.328      0.436      0.315      0.338     -0.124      0.606      0.747      0.530  32
     5.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      2.000      1.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      4.000      4.000      5.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000     -0.254      0.271      1.092      0.382     -0.704      0.380      0.274      0.436      0.051      0.338     -0.680      0.606     -0.021      0.530  33
     5.000      6.000      4.000      2.000      5.000      1.000      2.000      1.000      1.000      3.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.082      0.776      0.285      0.562     -0.304      0.450      0.127      0.970      0.558      0.964     -0.418      0.958     -0.343      0.971  34
     5.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      4.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.534      0.776      0.512      0.562     -0.281      0.450      0.136      0.970     -0.052      0.964     -0.311      0.958      0.237      0.971  35
     4.000      4.000      4.000      4.000      5.000      2.000      2.000      2.000      1.000      2.000      6.000      6.000      5.000      6.000      6.000      5.000      4.000      5.000      4.000      4.000      5.000      4.000      4.000      5.000      4.000      5.000      5.000      5.000      4.000      4.000      4.000      4.000      0.017      0.271      0.312      0.382      0.102      0.380      1.332      0.436      0.127      0.338      0.555      0.606     -1.395      0.530  36
     6.000      6.000      6.000      6.000      6.000      3.000      2.000      5.000      4.000      2.000      6.000      4.000      4.000      5.000      6.000      6.000      6.000      6.000      6.000      5.000      4.000      6.000      4.000      4.000      4.000      4.000      5.000      4.000      6.000      5.000      5.000      6.000      0.210      0.271      2.205      0.382      2.122      0.380     -0.138      0.436      1.397      0.338     -0.729      0.606      0.796      0.530  37
     1.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      0.785      0.271     -0.423      0.382     -0.559      0.380      0.718      0.436      1.123      0.338     -0.254      0.606     -0.286      0.530  38
     4.000      4.000      4.000      4.000      4.000      1.000      1.000      1.000      2.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.069      0.776     -0.042      0.562     -0.697      0.450     -0.153      0.970     -0.090      0.964      0.101      0.958     -0.186      0.971  39
     6.000      6.000      6.000      5.000      5.000      1.000      4.000      2.000      4.000      2.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.252      0.776      1.590      0.562      0.997      0.450     -0.138      0.970     -0.230      0.964      0.553      0.958     -0.142      0.971  40
     3.000      6.000      3.000      3.000      4.000      2.000      3.000      2.000      3.000      3.000      4.000      4.000      4.000      4.000      5.000      3.000      5.000      4.000      5.000      2.000      3.000      3.000      4.000      5.000      4.000      4.000      4.000      4.000      6.000      5.000      4.000      5.000     -0.370      0.271     -0.083      0.382      0.698      0.380     -0.493      0.436     -0.722      0.338     -0.592      0.606      0.554      0.530  41
     2.000      3.000      4.000      3.000      3.000      2.000      2.000      1.000      2.000      3.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.640      0.776     -0.643      0.562     -0.342      0.450     -0.105      0.970      0.087      0.964      0.310      0.958      0.100      0.971  42
     2.000      2.000      2.000      2.000      2.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000     -2.099      0.271     -0.659      0.382     -0.728      0.380     -1.923      0.436     -0.418      0.338     -0.265      0.606     -1.160      0.530  43
     2.000      4.000      2.000      2.000      3.000      1.000      1.000      1.000      1.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.278      0.776     -1.341      0.562     -1.029      0.450     -0.125      0.970      0.157      0.964      0.054      0.958     -0.429      0.971  44
     5.000      6.000      6.000      4.000      4.000      2.000      3.000      2.000      3.000      2.000      6.000      6.000      6.000      6.000      6.000      5.000      4.000      6.000      6.000      4.000      6.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      6.000      0.741      0.271      0.600      0.382      0.993      0.380      0.938      0.436      0.600      0.338     -0.412      0.606     -0.271      0.530  46
     1.000      6.000      1.000      5.000      4.000      6.000      3.000      6.000      6.000      5.000      4.000      4.000      4.000      4.000      5.000      1.000      1.000      1.000      6.000      1.000      1.000      1.000      1.000      6.000      6.000      1.000      6.000      6.000      6.000      4.000      6.000      6.000      0.295      0.271     -0.772      0.382      4.173      0.380     -0.859      0.436     -3.661      0.338     -0.494      0.606      0.101      0.530  47
     4.000      5.000      5.000      2.000      2.000      3.000      4.000      3.000      5.000      5.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.982      0.776      0.207      0.562      1.862      0.450      0.117      0.970      0.272      0.964     -0.017      0.958      0.300      0.971  48
     6.000      6.000      6.000      6.000      6.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      2.000      3.000      3.000      5.000      1.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      0.846      0.271      1.370      0.382     -0.586      0.380     -0.674      0.436     -2.560      0.338     -0.174      0.606     -0.597      0.530  50
     5.000      4.000      5.000      5.000      5.000      2.000      1.000      1.000      1.000      2.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.325      0.776      0.642      0.562     -0.446      0.450     -0.191      0.970      0.109      0.964     -0.153      0.958     -0.088      0.971  51
     4.000      5.000      5.000      3.000      4.000      1.000      2.000      2.000      3.000      3.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      4.000      2.000      6.000      3.000      4.000      5.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000     -0.532      0.271      0.460      0.382      0.080      0.380      0.384      0.436      0.391      0.338     -0.163      0.606     -0.246      0.530  52
     5.000      6.000      5.000      2.000      5.000      1.000      1.000      1.000      1.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.215      0.776      0.426      0.562     -0.764      0.450      0.270      0.970      0.709      0.964     -0.468      0.958     -0.308      0.971  53
     5.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.640      0.776      0.574      0.562     -0.640      0.450     -0.065      0.970      0.007      0.964     -0.019      0.958     -0.168      0.971  55
     4.000      4.000      4.000      2.000      3.000      1.000      1.000      1.000      2.000      2.000      5.000      6.000      6.000      4.000      5.000      5.000      5.000      5.000      3.000      3.000      5.000      3.000      2.000      4.000      4.000      5.000      4.000      4.000      5.000      5.000      4.000      4.000     -0.576      0.271     -0.362      0.382     -1.005      0.380      1.277      0.436      0.057      0.338     -0.017      0.606      0.174      0.530  56
     6.000      6.000      6.000      6.000      6.000      1.000      1.000      1.000      1.000      1.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      1.692      0.271      1.003      0.382     -0.233      0.380      0.006      0.436      0.597      0.338      0.074      0.606      0.470      0.530  57
     5.000      5.000      5.000      5.000      5.000      1.000      2.000      1.000      2.000      2.000      6.000      6.000      5.000      6.000      5.000      5.000      5.000      5.000      6.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      0.830      0.271      0.522      0.382      0.044      0.380      0.383      0.436      0.104      0.338     -0.501      0.606     -0.129      0.530  58
     2.000      2.000      2.000      2.000      2.000      1.000      1.000      1.000      1.000      1.000      3.000      2.000      2.000      3.000      3.000      2.000      4.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000     -0.340      0.271     -1.628      0.382     -1.001      0.380     -2.956      0.436     -0.351      0.338      0.319      0.606      0.422      0.530  59
     6.000      6.000      6.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      5.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      0.878      0.271      0.934      0.382     -0.497      0.380      0.044      0.436      0.266      0.338     -0.740      0.606     -0.739      0.530  60
     4.000      4.000      5.000      4.000      5.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      4.000      4.000      5.000      5.000      4.000      6.000      5.000      4.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      6.000      5.000      5.000      5.000      5.000      0.289      0.271      0.320      0.382     -0.847      0.380     -0.334      0.436      0.483      0.338      1.017      0.606     -0.054      0.530  64
     5.000      5.000      4.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      6.000      5.000      4.000      5.000      4.000      6.000      5.000      6.000      6.000      3.000      5.000      6.000      6.000      5.000      6.000      5.000      6.000      6.000      5.000      1.490      0.271     -0.117      0.382     -0.385      0.380     -0.969      0.436     -1.076      0.338     -0.099      0.606     -0.544      0.530  66
     5.000      6.000      4.000      5.000      5.000      1.000      2.000      2.000      2.000      1.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      6.000      4.000      5.000      5.000      5.000      6.000      4.000      6.000      5.000      4.000      3.000      5.000      0.480      0.271      0.683      0.382      0.221      0.380      1.189      0.436      1.038      0.338      0.730      0.606     -1.328      0.530  68
     4.000      5.000      4.000      4.000      5.000      1.000      1.000      1.000      2.000      1.000      5.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      6.000      5.000      5.000      6.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      6.000      5.000      5.000      0.655      0.271      0.090      0.382     -0.409      0.380     -1.299      0.436      0.423      0.338     -0.831      0.606      0.077      0.530  69
     3.000      4.000      3.000      4.000      4.000      2.000      3.000      2.000      2.000      2.000      4.000      4.000      5.000      5.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      5.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      3.000     -0.480      0.271     -0.029      0.382      0.400      0.380     -0.568      0.436     -0.058      0.338     -0.709      0.606     -1.538      0.530  70
     5.000      5.000      5.000      5.000      5.000      1.000      2.000      1.000      2.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.449      0.776      0.769      0.562     -0.295      0.450     -0.176      0.970     -0.124      0.964      0.293      0.958     -0.233      0.971  71
     2.000      3.000      2.000      1.000      2.000      4.000      3.000      3.000      4.000      4.000      6.000      5.000      5.000      5.000      5.000      5.000      1.000      4.000      2.000      3.000      4.000      2.000      3.000      1.000      2.000      2.000      2.000      1.000      2.000      4.000      4.000      2.000     -2.743      0.271     -0.247      0.382      0.910      0.380      2.703      0.436      0.834      0.338     -1.682      0.606     -1.068      0.530  72
     3.000      3.000      3.000      3.000      3.000      1.000      2.000      2.000      2.000      2.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      0.814      0.271     -1.317      0.382      0.250      0.380      0.806      0.436      1.110      0.338     -0.383      0.606     -0.613      0.530  73
     4.000      4.000      4.000      4.000      2.000      2.000      2.000      2.000      1.000      4.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.061      0.776     -0.533      0.562      0.268      0.450     -0.197      0.970      0.059      0.964     -0.144      0.958      0.075      0.971  74
     5.000      4.000      5.000      5.000      4.000      1.000      1.000      1.000      2.000      1.000      6.000      6.000      2.000      6.000      6.000      4.000      4.000      4.000      5.000      2.000      5.000      5.000      1.000      6.000      5.000      5.000      6.000      5.000      5.000      5.000      4.000      5.000      0.762      0.271      0.148      0.382     -0.420      0.380      0.269      0.436     -1.506      0.338      0.773      0.606     -0.841      0.530  76
     2.000      4.000      2.000      2.000      2.000      1.000      1.000      1.000      1.000      2.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -0.301      0.776     -1.643      0.562     -0.897      0.450     -0.074      0.970      0.115      0.964     -0.042      0.958     -0.249      0.971  77
     5.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *      0.640      0.776      0.574      0.562     -0.640      0.450     -0.065      0.970      0.007      0.964     -0.019      0.958     -0.168      0.971  78
     6.000      6.000      6.000      6.000      6.000      1.000      1.000      1.000      1.000      1.000      6.000      6.000      6.000      6.000      6.000      6.000      2.000      6.000      6.000      6.000      6.000      6.000      2.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      1.550      0.271      1.166      0.382     -0.313      0.380      0.121      0.436     -0.004      0.338      0.928      0.606      0.300      0.530  79
     3.000      4.000      4.000      3.000      4.000      1.000      1.000      1.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      3.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000     -0.785      0.271      0.049      0.382     -0.879      0.380     -0.536      0.436      0.243      0.338     -0.295      0.606      0.996      0.530  80
     4.000      5.000      4.000      5.000      5.000      1.000      1.000      2.000      3.000      3.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      6.000      4.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      5.000      5.000      0.530      0.271      0.245      0.382      0.339      0.380     -0.276      0.436      0.035      0.338      0.013      0.606      0.274      0.530  81
     3.000      5.000      4.000      3.000      4.000      5.000      4.000      3.000      3.000      4.000      6.000      5.000      4.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      1.275      0.271     -0.701      0.382      2.473      0.380     -0.079      0.436      1.028      0.338      0.532      0.606      0.398      0.530  82
     2.000      3.000      2.000      3.000      4.000      1.000      2.000      2.000      2.000      4.000      4.000      5.000      5.000      6.000      6.000      4.000      6.000      5.000      5.000      1.000      5.000      5.000      3.000      5.000      4.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      0.151      0.271     -1.254      0.382      0.256      0.380      0.203      0.436     -0.352      0.338     -0.092      0.606     -0.055      0.530  83
     5.000      6.000      6.000      5.000      6.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      6.000      1.095      0.271      0.964      0.382     -0.462      0.380     -0.808      0.436      1.166      0.338     -0.788      0.606      0.980      0.530  84
     5.000      5.000      5.000      1.000      5.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      4.000      4.000      5.000      4.000      5.000      5.000      5.000      3.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      0.303      0.271      0.134      0.382     -0.864      0.380     -0.435      0.436     -0.097      0.338     -0.145      0.606      0.045      0.530  85
     5.000      4.000      4.000      5.000      4.000      1.000      1.000      2.000      1.000      2.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      6.000      4.000      4.000      5.000      4.000      4.000      4.000      5.000      6.000      5.000      5.000      5.000      6.000      6.000      6.000      0.274      0.271      0.266      0.382     -0.413      0.380     -0.349      0.436      0.446      0.338      0.560      0.606      1.211      0.530  86
     5.000      5.000      6.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      6.000      6.000      5.000      5.000      6.000      5.000      6.000      5.000      6.000      4.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      5.000      5.000      5.000      1.194      0.271      0.426      0.382     -0.450      0.380      0.182      0.436      0.039      0.338     -0.292      0.606     -0.790      0.530  87
     4.000      5.000      4.000      4.000      4.000      1.000      1.000      1.000      1.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      4.000      5.000      5.000      4.000     -0.169      0.271      0.105      0.382     -0.721      0.380      0.289      0.436      0.112      0.338      0.290      0.606     -0.317      0.530  88
     4.000      5.000      4.000      5.000      4.000      1.000      3.000      2.000      4.000      3.000      4.000      5.000      6.000      5.000      6.000      3.000      5.000      4.000      4.000      3.000      5.000      3.000      4.000      5.000      4.000      6.000      5.000      5.000      5.000      5.000      4.000      5.000      0.230      0.271      0.158      0.382      0.741      0.380      0.240      0.436     -1.132      0.338      0.529      0.606     -0.382      0.530  89
     4.000      4.000      4.000      4.000      4.000      2.000      2.000      1.000      6.000      2.000      5.000      4.000      5.000      6.000      5.000      5.000      5.000      5.000      4.000      6.000      5.000      2.000      4.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      5.000     -0.367      0.271      0.386      0.382      0.603      0.380      0.230      0.436      0.427      0.338      0.678      0.606      0.101      0.530  91
     4.000      5.000      4.000      4.000      6.000      1.000      1.000      1.000      1.000      2.000      5.000      6.000      5.000      5.000      6.000      4.000      3.000      4.000      3.000      1.000      5.000      4.000      2.000      5.000      5.000      5.000      4.000      4.000      5.000      4.000      6.000      4.000     -0.054      0.271      0.605      0.382     -0.837      0.380      0.956      0.436     -1.180      0.338     -0.204      0.606     -0.023      0.530  93
     4.000      5.000      5.000      4.000      5.000      1.000      1.000      1.000      2.000      1.000      6.000      6.000      4.000      6.000      6.000      6.000      6.000      6.000      6.000      1.000      4.000      6.000      5.000      4.000      6.000      6.000      5.000      5.000      6.000      5.000      6.000      3.000      0.668      0.271      0.161      0.382     -0.454      0.380      0.799      0.436      0.625      0.338      0.547      0.606     -0.134      0.530  94
     4.000      5.000      4.000      4.000      4.000      1.000      1.000      1.000      3.000      2.000      3.000      4.000      3.000      4.000      3.000      3.000      3.000      4.000      4.000      3.000      5.000      4.000      3.000      3.000      3.000      4.000      3.000      4.000      3.000      4.000      3.000      4.000     -1.092      0.271      0.621      0.382     -0.752      0.380     -0.814      0.436     -0.414      0.338     -0.356      0.606     -1.305      0.530  95
     6.000      6.000      6.000      6.000      6.000      1.000      1.000      1.000      1.000      1.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      1.342      0.271      1.133      0.382     -0.355      0.380      0.320      0.436     -0.347      0.338      0.356      0.606      0.359      0.530  97
     4.000      4.000      5.000      3.000      4.000      1.000      1.000      1.000      1.000      2.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      6.000      6.000      2.000      6.000      5.000      5.000      5.000      4.000      5.000      5.000      4.000      0.634      0.271     -0.469      0.382     -0.504      0.380      1.001      0.436      1.255      0.338     -0.424      0.606     -1.179      0.530  98
     2.000      6.000      5.000      4.000      4.000      1.000      1.000      1.000      2.000      1.000      5.000      6.000      6.000      6.000      5.000      4.000      4.000      4.000      2.000      3.000      5.000      1.000      3.000      4.000      4.000      6.000      4.000      5.000      5.000      6.000      6.000      5.000     -0.261      0.271     -0.012      0.382     -0.949      0.380      1.379      0.436     -1.070      0.338      0.477      0.606      1.312      0.530  99
     1.000      3.000      2.000      1.000      1.000      4.000      1.000      4.000      1.000      5.000          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *          *     -1.103      0.776     -1.875      0.562      0.855      0.450      0.067      0.970      0.620      0.964     -0.783      0.958      0.179      0.971 100
     4.000      4.000      5.000      3.000      4.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000     -0.895      0.271      0.613      0.382     -0.103      0.380     -0.373      0.436      0.827      0.338     -0.142      0.606     -0.492      0.530 102
