     5.000      5.000      5.000      4.000      4.000      4.000      4.000      2.000      6.000      6.000      6.000      5.000      3.000      3.000      3.000      3.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 1342     -0.266      0.257      0.776      0.495      0.999      0.388      0.923      0.466     -1.601      0.512      0.449      0.432      0.299      0.540
     6.000      6.000      6.000      6.000      3.000      2.000      2.000      6.000      6.000      6.000      6.000      5.000      5.000      6.000      4.000      5.000      5.000      6.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000 1135      0.669      0.257      1.207      0.495      0.355      0.388      0.768      0.466      0.504      0.512     -0.296      0.432     -0.730      0.540
     5.000      3.000      4.000      3.000      4.000      2.000      6.000      3.000      5.000      6.000      6.000      4.000          *      6.000      4.000      6.000      4.000      4.000      4.000      4.000      4.000      5.000      6.000      6.000          * 1173     -0.487      0.260     -0.407      0.495      0.850      0.388      0.930      0.467      1.173      0.545     -0.916      0.433      1.505      0.566
     5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      4.000      4.000      5.000      5.000      3.000      5.000      5.000      4.000      5.000      4.000      4.000  871      0.018      0.257      0.874      0.495      2.029      0.388     -0.400      0.466      0.237      0.512     -0.235      0.432     -0.899      0.540
     1.000      1.000      1.000      1.000      6.000      2.000      6.000      1.000      1.000      1.000      3.000      1.000      1.000      2.000      4.000      2.000      1.000      4.000      6.000      4.000      5.000      3.000      2.000      4.000      2.000  444     -3.084      0.257     -1.042      0.495      0.925      0.388     -1.128      0.466     -1.179      0.512      2.611      0.432     -1.322      0.540
     5.000      4.000      4.000      4.000      3.000      3.000      4.000      5.000      5.000      6.000      6.000      6.000      4.000      5.000      4.000      3.000      4.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      4.000 1497     -0.116      0.257     -0.075      0.495      0.386      0.388      1.297      0.466     -0.203      0.512      0.020      0.432     -0.299      0.540
     4.000      4.000      2.000      4.000      3.000      3.000      5.000      3.000      3.000      4.000      4.000      3.000      5.000      6.000      2.000      5.000      4.000      4.000      4.000      5.000      5.000      6.000      6.000      5.000      4.000  209     -0.716      0.257     -0.125      0.495      0.340      0.388     -0.798      0.466      0.889      0.512      0.053      0.432      1.151      0.540
     6.000      5.000      6.000      5.000      2.000      1.000      2.000      6.000      6.000      6.000      6.000      5.000      6.000      6.000      5.000      4.000      6.000      6.000      6.000      6.000      4.000      6.000      6.000      6.000      6.000  498      1.383      0.257      0.132      0.495     -0.168      0.388      0.198      0.466      0.355      0.512     -0.328      0.432      0.633      0.540
     6.000      5.000      5.000      6.000      1.000      1.000      2.000      5.000      5.000      6.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      6.000      6.000      5.000      5.000 1727      1.425      0.257     -0.012      0.495     -0.657      0.388      0.032      0.466      0.603      0.512      0.162      0.432     -0.039      0.540
     5.000      5.000      3.000      2.000      1.000      1.000      2.000      4.000      5.000      5.000      2.000      2.000          *      6.000      6.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000 1369     -0.391      0.257      0.233      0.495     -1.342      0.388     -1.273      0.466      1.024      0.545      0.519      0.432      0.258      0.542
     3.000      3.000      3.000      3.000      3.000      3.000      4.000      1.000      1.000      1.000      1.000      1.000      2.000      1.000      1.000      1.000      1.000      5.000      1.000      1.000      4.000      1.000      1.000      1.000      1.000 1178     -3.460      0.257      1.219      0.495     -0.675      0.388     -1.698      0.466     -1.994      0.512      0.219      0.432     -3.040      0.540
     6.000      6.000      6.000      5.000      3.000      1.000      4.000      6.000      6.000          *      6.000      6.000      6.000      6.000      3.000      4.000      5.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000 1757      1.107      0.262      0.785      0.497      0.503      0.388      0.634      0.480      0.127      0.513      0.498      0.439      0.897      0.540
     4.000      6.000      2.000      3.000      5.000      6.000      4.000      3.000      1.000      6.000      6.000      3.000      4.000      2.000      1.000      1.000      1.000      4.000      1.000      4.000      4.000      6.000      5.000      6.000      6.000  939     -1.765      0.257      1.499      0.495      1.470      0.388      0.285      0.466     -2.090      0.512     -0.931      0.432      2.638      0.540
     3.000      1.000      1.000      1.000      6.000      1.000      6.000      4.000      4.000      4.000      4.000      4.000      1.000      1.000      4.000      1.000      4.000      3.000      3.000      2.000      2.000      4.000      4.000      4.000      4.000  673     -1.616      0.257     -2.119      0.495      1.292      0.388      0.616      0.466     -2.239      0.512     -2.015      0.432     -0.340      0.540
     4.000      4.000          *      3.000      4.000          *      5.000          *      5.000      5.000      6.000      5.000      2.000      3.000      2.000      1.000      4.000      5.000      3.000      5.000      4.000      4.000      5.000      5.000      4.000  326     -0.377      0.262     -0.434      0.528      0.924      0.421      0.923      0.480     -2.087      0.513     -0.531      0.433     -0.176      0.541
     5.000      4.000      5.000      4.000      4.000      4.000      5.000      4.000      1.000      2.000      2.000      2.000      5.000      6.000      3.000      4.000      5.000      5.000      5.000      4.000      4.000      5.000      6.000      4.000      5.000  965     -0.498      0.257      0.659      0.495      1.209      0.388     -2.721      0.466      0.944      0.512     -0.105      0.432      0.431      0.540
     2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      4.000      4.000      3.000      3.000      4.000      3.000      3.000      3.000      4.000      3.000      4.000      3.000 1741     -2.177      0.257     -0.706      0.495     -1.285      0.388     -1.400      0.466     -0.002      0.512     -0.427      0.432     -0.572      0.540
     5.000      5.000      5.000      5.000      3.000      3.000      5.000      5.000      6.000      6.000      6.000      6.000          *      4.000      1.000      1.000      6.000      5.000      4.000      4.000      5.000      6.000      6.000      6.000      6.000  219      1.061      0.257     -0.092      0.495      0.852      0.388      0.507      0.466     -1.840      0.545     -1.405      0.432      0.854      0.542
     6.000      4.000      3.000      4.000      4.000      3.000      3.000      4.000      4.000      3.000      5.000      5.000      5.000      4.000      5.000      3.000      6.000      3.000      2.000      4.000      3.000      2.000      4.000      5.000      6.000 1278     -0.128      0.257      0.016      0.495      0.979      0.388     -0.420      0.466     -0.254      0.512     -2.300      0.432     -0.972      0.540
     4.000      5.000      5.000      2.000      3.000      3.000      5.000      3.000      3.000      3.000      3.000      3.000      5.000      3.000      4.000      1.000      5.000      5.000      2.000      2.000      5.000      5.000      5.000      5.000      5.000  895     -0.338      0.257      0.356      0.495      0.410      0.388     -1.861      0.466     -1.204      0.512     -1.516      0.432      0.591      0.540
     2.000      2.000      2.000      2.000      3.000      1.000      2.000      4.000      4.000      6.000      4.000      3.000      6.000      6.000      2.000      2.000      4.000      3.000      3.000      4.000      6.000      5.000      4.000      4.000      5.000 1245     -1.050      0.257     -1.664      0.495     -0.585      0.388      0.259      0.466      0.714      0.512     -0.090      0.432      0.059      0.540
     6.000      6.000      5.000      6.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000 1847      0.600      0.257      1.234      0.495     -0.988      0.388     -0.235      0.466      0.249      0.512     -0.473      0.432     -0.579      0.540
     5.000      3.000      5.000      3.000      5.000      3.000      6.000      4.000      5.000      6.000      5.000      6.000      6.000      6.000      6.000      4.000      6.000      6.000      6.000      6.000      6.000      4.000      5.000      5.000      5.000 1255      0.830      0.257     -1.166      0.495      1.994      0.388      0.088      0.466      0.825      0.512      1.118      0.432     -0.820      0.540
     4.000      4.000      4.000      4.000      3.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000  645      1.044      0.257     -0.849      0.495      0.922      0.388     -0.474      0.466      0.883      0.512      0.831      0.432      0.625      0.540
     4.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      3.000      3.000      2.000      1.000      1.000      2.000      2.000      4.000      4.000      4.000      4.000      5.000      4.000      5.000      4.000 1188     -1.531      0.257      1.071      0.495      0.608      0.388     -0.455      0.466     -2.639      0.512      0.106      0.432      0.350      0.540
     4.000      4.000      4.000      4.000      2.000      1.000      2.000          *      2.000          *          *          *          *      4.000      4.000      4.000      4.000      4.000      3.000      4.000      3.000      5.000      5.000      5.000      4.000  757     -0.876      0.276      0.354      0.511     -0.899      0.390     -1.377      0.674     -0.243      0.549     -1.246      0.445      0.578      0.544
     6.000      5.000      2.000      2.000      5.000      2.000      6.000      3.000      2.000      6.000      6.000      5.000      4.000      4.000      3.000      1.000      4.000      5.000      2.000      5.000      4.000      6.000      5.000      4.000      2.000  521     -0.616      0.257     -0.258      0.495      1.498      0.388      0.405      0.466     -0.987      0.512     -0.791      0.432      0.140      0.540
     5.000      4.000      3.000      3.000      5.000      5.000      4.000      5.000      3.000      3.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000  930     -0.041      0.257     -0.356      0.495      1.916      0.388     -0.498      0.466      0.189      0.512      0.424      0.432     -0.100      0.540
     5.000      2.000      4.000      4.000      5.000      5.000      4.000      5.000      3.000      3.000      3.000      5.000      4.000      3.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 1128     -0.080      0.257     -0.709      0.495      1.876      0.388     -1.182      0.466     -0.937      0.512      0.533      0.432     -0.095      0.540
     4.000      2.000      4.000      2.000      5.000      1.000      2.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      4.000      5.000 1238     -0.124      0.257     -1.677      0.495      0.857      0.388      0.341      0.466      0.422      0.512      0.597      0.432     -0.704      0.540
     5.000      4.000      4.000      1.000      5.000      3.000      5.000      2.000      3.000      5.000      3.000      5.000      2.000      4.000      2.000      2.000      2.000      5.000      5.000      4.000      4.000      5.000      4.000      4.000      2.000  557     -1.685      0.257      0.390      0.495      1.065      0.388      0.239      0.466     -0.862      0.512      0.869      0.432     -0.259      0.540
     6.000      5.000      4.000      3.000      2.000      2.000      4.000      3.000      4.000      6.000      5.000      5.000      5.000      6.000      4.000      6.000      4.000      5.000      5.000      5.000      5.000      4.000      6.000      4.000      5.000  821     -0.074      0.257      0.295      0.495     -0.190      0.388      0.167      0.466      0.902      0.512      0.226      0.432      0.134      0.540
     3.000      3.000      2.000      1.000      4.000      3.000      5.000      2.000      1.000      2.000      3.000      2.000      5.000      4.000      5.000      4.000      5.000      5.000      3.000      5.000      5.000      5.000      4.000      4.000      5.000 1062     -0.809      0.257     -1.236      0.495      0.860      0.388     -2.501      0.466      0.119      0.512      0.312      0.432     -0.224      0.540
     3.000      3.000      4.000      4.000      3.000      3.000      4.000      2.000      4.000      4.000      3.000      2.000      5.000      5.000      4.000      3.000      5.000      4.000      3.000      4.000      5.000      4.000      6.000      5.000      4.000 1375     -0.458      0.257     -0.466      0.495      0.183      0.388     -1.579      0.466      0.284      0.512     -0.762      0.432      0.350      0.540
     6.000      5.000      1.000      6.000      6.000      6.000      6.000      1.000          *      5.000      5.000      2.000      2.000      2.000      4.000      1.000      4.000      2.000      2.000      1.000      3.000      6.000      2.000      6.000      6.000 1524     -1.303      0.259      1.523      0.495      2.424      0.388     -0.717      0.505     -1.871      0.512     -3.031      0.432      0.591      0.541
     4.000      5.000      5.000      5.000      2.000      1.000      2.000      5.000      6.000      6.000      5.000      6.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      5.000      5.000  356      0.684      0.257     -0.013      0.495     -0.499      0.388      0.558      0.466     -0.019      0.512     -0.265      0.432      0.111      0.540
     3.000      1.000      3.000      3.000      1.000      2.000      2.000      2.000      3.000      2.000      3.000      1.000      2.000      3.000      3.000      2.000      3.000      3.000      4.000      1.000      3.000      2.000      1.000      2.000      3.000  925     -2.474      0.257     -0.375      0.495     -1.858      0.388     -0.869      0.466     -0.794      0.512     -0.793      0.432     -2.755      0.540
     3.000      5.000      5.000      3.000      3.000      6.000      5.000      4.000      5.000      4.000      4.000      4.000      6.000      6.000      1.000      1.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000  555     -0.786      0.257      0.871      0.495      0.690      0.388      0.096      0.466      0.255      0.512      0.895      0.432      0.667      0.540
     6.000      4.000      4.000      4.000      2.000      2.000      5.000      6.000      5.000      4.000      6.000      6.000      2.000      4.000      4.000      1.000      4.000          *      2.000      4.000      4.000      5.000      5.000      6.000      5.000  306     -0.235      0.261      0.256      0.497     -0.198      0.388      1.071      0.467     -1.445      0.514     -1.608      0.461      0.930      0.540
     5.000      3.000      3.000      1.000      5.000      2.000      5.000      4.000      5.000      5.000      6.000      6.000      5.000      6.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      4.000      6.000  788      0.806      0.257     -2.188      0.495      1.733      0.388      0.417      0.466      0.867      0.512      1.092      0.432      0.033      0.540
     5.000      5.000      2.000      2.000      4.000      1.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000      5.000      6.000      3.000      3.000      4.000      6.000      4.000      4.000  769      0.400      0.257     -1.100      0.495      0.894      0.388      1.469      0.466      1.353      0.512     -1.344      0.432     -0.671      0.540
     3.000      3.000      2.000      3.000      5.000      5.000      6.000      4.000      4.000      6.000      3.000      3.000      3.000      4.000      2.000      3.000      3.000      5.000      4.000      5.000      4.000      6.000      6.000      6.000      4.000 1096     -1.074      0.257     -0.562      0.495      1.580      0.388     -0.143      0.466     -0.723      0.512      0.199      0.432      1.699      0.540
     3.000      4.000      3.000      3.000      2.000      1.000      4.000      4.000      5.000      4.000      5.000      5.000      4.000      5.000      4.000      4.000      3.000      3.000      3.000      3.000      3.000      4.000      4.000      5.000      4.000  922     -1.408      0.257      0.113      0.495     -0.964      0.388      1.278      0.466      0.486      0.512     -1.418      0.432      0.175      0.540
     5.000      4.000      4.000      3.000      2.000      1.000      4.000      6.000      5.000      5.000      6.000      6.000      5.000      4.000      6.000      3.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      5.000      4.000  565      1.205      0.257     -1.325      0.495     -0.017      0.388      0.147      0.466     -0.787      0.512      0.401      0.432     -0.096      0.540
     5.000      5.000      5.000      4.000      2.000      1.000      4.000      5.000      6.000      6.000      6.000      6.000      4.000      2.000      2.000      1.000      2.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000 1184      0.056      0.257      0.565      0.495     -0.513      0.388      1.369      0.466     -2.679      0.512      1.604      0.432      1.682      0.540
     4.000      4.000      5.000      3.000      3.000      1.000      2.000      4.000      4.000      6.000      6.000      5.000      4.000      5.000      5.000      3.000      6.000      4.000      4.000      5.000      4.000      4.000      5.000      3.000      5.000 1033      0.461      0.257     -0.946      0.495      0.067      0.388      0.157      0.466     -0.174      0.512     -1.169      0.432     -1.279      0.540
     5.000      4.000      1.000      1.000      4.000      4.000      6.000      4.000      1.000      3.000      1.000      2.000      5.000      3.000      2.000      1.000      3.000      4.000      1.000      4.000      4.000      5.000      4.000      6.000      5.000  798     -1.778      0.257      0.370      0.495      0.881      0.388     -2.063      0.466     -1.003      0.512     -0.757      0.432      1.550      0.540
     2.000      4.000      4.000      4.000      1.000      1.000      4.000          *      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      5.000  177      0.550      0.258     -1.041      0.495     -0.925      0.389     -0.132      0.478     -0.054      0.512      1.241      0.432     -0.403      0.541
     6.000      3.000          *      3.000      3.000      3.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      4.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000 1545      1.258      0.261     -1.345      0.525      1.082      0.388      0.622      0.468      0.568      0.513      0.645      0.433      0.741      0.540
     6.000      4.000      4.000      4.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      2.000      4.000      6.000      6.000      6.000      6.000      6.000      6.000      5.000      6.000 1492      0.422      0.257     -0.091      0.495      1.827      0.388      0.036      0.466     -1.296      0.512      1.443      0.432      0.777      0.540
     4.000      5.000      2.000      4.000      2.000      1.000      5.000          *          *          *          *          *      5.000      5.000      5.000      5.000      2.000      4.000      4.000      4.000      3.000      5.000      5.000      5.000      4.000 1340     -1.510      0.298      0.902      0.522     -0.832      0.391      0.685      0.936      0.935      0.519     -0.411      0.452      1.109      0.548
     6.000      6.000      6.000      6.000      2.000      1.000      2.000      5.000      5.000      5.000      4.000      5.000      4.000      6.000      4.000      2.000      4.000      6.000      6.000      6.000      5.000      6.000      5.000      6.000      6.000 1734      0.506      0.257      1.549      0.495     -0.496      0.388     -0.413      0.466     -0.220      0.512      0.899      0.432      0.761      0.540
     4.000      4.000      4.000      4.000      2.000      1.000      3.000      4.000      5.000      4.000      5.000      5.000          *      5.000      5.000      4.000      2.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      4.000 1370     -1.255      0.257      0.644      0.495     -1.020      0.388      1.210      0.466      0.535      0.545     -0.069      0.432      0.902      0.542
     5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000  499      0.809      0.257      0.427      0.495      2.225      0.388     -0.332      0.466      0.097      0.512      1.087      0.432      0.765      0.540
     4.000      4.000      4.000      3.000      2.000      2.000      3.000      2.000      4.000      4.000      2.000      5.000      2.000      5.000      3.000      1.000      5.000      4.000      2.000      4.000      4.000      5.000      5.000      4.000      5.000  678     -0.415      0.257     -0.313      0.495     -0.576      0.388     -1.164      0.466     -0.785      0.512     -1.495      0.432      0.104      0.540
     5.000      5.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      4.000      2.000      2.000      2.000      4.000      4.000      4.000      5.000      3.000      3.000      4.000      4.000 1624     -1.370      0.257      1.653      0.495      1.370      0.388      1.421      0.466     -0.850      0.512      0.586      0.432     -1.173      0.540
     3.000      3.000      4.000      2.000      3.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000          *      4.000      1.000          *      1.000      5.000      4.000      5.000      5.000      6.000      5.000      6.000      6.000 1283     -1.613      0.258      0.108      0.496     -0.246      0.388      0.561      0.466     -1.026      0.591      1.252      0.433      2.280      0.542
     5.000      5.000      4.000      1.000      4.000      2.000      6.000          *      2.000      3.000          *      6.000      5.000      5.000      5.000      1.000      3.000      5.000      5.000          *      6.000      6.000      5.000      5.000      5.000 1056     -0.627      0.265      0.243      0.498      0.859      0.390     -0.376      0.542     -0.056      0.514      1.377      0.469      1.068      0.542
     4.000      3.000      5.000      2.000      6.000      5.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      4.000      4.000      4.000      5.000      6.000      4.000      6.000      4.000 1193     -0.219      0.257     -0.579      0.495      2.499      0.388      0.550      0.466      0.298      0.512     -0.450      0.432      0.183      0.540
     6.000      6.000      5.000      5.000      1.000      4.000      6.000      4.000      5.000      6.000      4.000      6.000      5.000      6.000      6.000      5.000      5.000      6.000      6.000      5.000      6.000      6.000      6.000      6.000      5.000 1323      0.944      0.257      0.933      0.495      0.098      0.388     -0.490      0.466      0.595      0.512      0.434      0.432      0.811      0.540
     1.000      2.000      2.000      2.000      4.000      5.000      1.000      2.000      3.000      4.000      3.000      3.000      2.000      5.000      4.000      2.000      5.000      5.000      3.000      5.000      3.000      4.000      3.000      4.000      4.000 1037     -1.053      0.257     -1.787      0.495      0.472      0.388     -1.151      0.466     -0.213      0.512     -0.326      0.432     -1.382      0.540
     5.000      5.000      5.000      5.000      1.000      1.000      4.000      6.000      6.000      6.000      6.000      6.000      4.000      4.000      6.000      1.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000  217      1.707      0.257     -0.493      0.495     -0.478      0.388      0.085      0.466     -1.555      0.512      0.231      0.432      0.432      0.540
     6.000      6.000      6.000      6.000      1.000      1.000          *      1.000      6.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      5.000      5.000      5.000      6.000      6.000      6.000      6.000      6.000      5.000  222      1.115      0.257      0.929      0.495     -0.787      0.408     -0.058      0.466     -0.039      0.512      0.046      0.432      0.743      0.541
     2.000      2.000      2.000      3.000      5.000      5.000      6.000      2.000      2.000      5.000      2.000      3.000      4.000      5.000      3.000      2.000      3.000      3.000      2.000      3.000      2.000      5.000      4.000      6.000      2.000 1180     -2.269      0.257     -0.366      0.495      1.209      0.388     -0.476      0.466      0.537      0.512     -1.642      0.432      0.952      0.540
     4.000      2.000      1.000      1.000      4.000      3.000      5.000      4.000      4.000      5.000      4.000      5.000      2.000      4.000      2.000      1.000      3.000      3.000      3.000      3.000      2.000      5.000      4.000      5.000      4.000 1489     -1.805      0.257     -1.195      0.495      0.434      0.388      1.230      0.466     -0.874      0.512     -1.636      0.432      0.709      0.540
     3.000      2.000      1.000      2.000      2.000      1.000      4.000      2.000      4.000      4.000      2.000      2.000      4.000      2.000      5.000      2.000      3.000      5.000      2.000      4.000      5.000      5.000      4.000      6.000      5.000  146     -1.349      0.257     -1.176      0.495     -1.044      0.388     -1.281      0.466     -1.429      0.512     -0.013      0.432      1.179      0.540
     6.000      2.000      1.000          *      6.000      3.000      2.000      6.000      6.000      6.000      6.000      6.000          *      6.000      2.000      1.000      2.000      5.000      5.000      5.000      5.000      4.000      2.000      2.000      3.000 1291     -1.633      0.259     -0.807      0.527      1.323      0.388      3.151      0.467      0.337      0.545      1.949      0.432     -2.230      0.543
     3.000      5.000      5.000      5.000      3.000      1.000      3.000          *      6.000      5.000      5.000      5.000      3.000      4.000      2.000      1.000      4.000      6.000      6.000      6.000      6.000      5.000      5.000      5.000      4.000  642      0.287      0.258      0.099      0.495     -0.076      0.389      0.400      0.478     -1.649      0.512      1.540      0.432     -0.525      0.541
     4.000      4.000      3.000      4.000      2.000      2.000      4.000      4.000      5.000      4.000      4.000      4.000      3.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      5.000  566     -0.708      0.257      0.051      0.495     -0.518      0.388      0.046      0.466      0.072      0.512     -0.553      0.432     -0.297      0.540
     4.000      5.000      4.000      3.000      2.000      1.000      2.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      6.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000  252      0.146      0.257     -0.120      0.495     -0.614      0.388     -0.960      0.466      0.333      0.512      0.180      0.432     -0.254      0.540
     5.000      5.000      4.000      3.000      6.000      5.000      5.000      4.000      4.000      5.000      4.000      4.000      5.000      6.000      5.000      6.000      5.000      6.000      5.000      5.000      5.000      4.000      4.000      4.000      6.000  891     -0.046      0.257      0.339      0.495      2.551      0.388     -0.627      0.466      1.165      0.512      0.765      0.432     -0.974      0.540
     6.000      6.000      6.000      6.000      1.000      1.000      2.000      6.000      6.000      6.000      6.000      6.000      5.000      3.000      6.000      1.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      6.000      4.000 1142      1.856      0.257      0.421      0.495     -0.564      0.388     -0.110      0.466     -1.948      0.512      0.165      0.432     -0.133      0.540
     3.000      4.000      3.000      4.000      6.000      1.000      5.000      3.000      4.000      4.000      3.000      6.000      4.000      4.000      2.000      4.000      3.000      3.000      5.000      4.000      5.000      6.000      5.000      5.000      5.000  832     -1.119      0.257      0.067      0.495      1.370      0.388      0.319      0.466     -0.226      0.512      0.305      0.432      0.965      0.540
     3.000      1.000      1.000      1.000      6.000      6.000      6.000      1.000      1.000      4.000      2.000      3.000      4.000      5.000      6.000      4.000      4.000      5.000      4.000      5.000      4.000      6.000      6.000      6.000      6.000 1617     -1.160      0.257     -1.940      0.495      2.285      0.388     -1.897      0.466      0.756      0.512      0.320      0.432      2.223      0.540
     4.000      4.000      4.000      3.000      2.000      3.000      3.000      5.000      5.000      5.000      5.000      5.000      4.000      2.000      1.000      1.000      5.000      2.000      2.000      3.000      3.000      5.000      4.000      5.000          *  867     -0.441      0.260     -0.165      0.495     -0.304      0.388      0.570      0.467     -2.205      0.513     -2.930      0.433     -0.157      0.564
